Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI
chlorpromazine,919,,48,Human,Binding,AC50,=,52.5,7.28,-2,77,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"318,1",4,0,3,"4,89",CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,https://dx.doi.org/10.1038/s41467-023-40064-9
chlorpromazine,919,,48,Human,Binding,IC50,=,54.0,7.27,-2,77,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"318,1",4,0,3,"4,89",CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-
chlorpromazine,919,,48,Human,Binding,Ki,=,18.0,7.75,-2,77,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"318,1",4,0,3,"4,89",CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-
cinacalcet,938,,48,Human,Binding,AC50,=,3600.0,5.44,-,31,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"357,2",6,1,1,"6,14",C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,https://dx.doi.org/10.1038/s41467-023-40064-9
CINITAPRIDE,78202,,29,Human,Binding,AC50,=,38.0,7.42,-,13,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"402,2",7,2,6,"3,13",CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
cinnarizine,940,,51,Human,Binding,AC50,=,15000.0,4.82,-6,28,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"368,2",6,0,2,"5,11",C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
cinnarizine,940,,51,Human,Binding,IC50,=,776.0,6.11,-6,28,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"368,2",6,0,2,"5,11",C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-
cinnarizine,940,,51,Human,Binding,Ki,=,259.0,6.59,-6,28,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"368,2",6,0,2,"5,11",C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-
cinnarizine,940,,51,Human,Binding,pKi,=,6.59,8.18,-6,28,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"368,2",6,0,2,"5,11",C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-
cisapride,944,,25,Human,Binding,AC50,=,450.0,6.35,-31,31,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"465,2",9,2,6,"3,36",COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,https://dx.doi.org/10.1038/s41467-023-40064-9
cisapride,944,,25,Human,Binding,IC50,=,473.0,6.33,-31,31,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"465,2",9,2,6,"3,36",COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,-
cisapride,944,,25,Human,Binding,Ki,=,158.0,6.8,-31,31,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"465,2",9,2,6,"3,36",COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,-
CLEBOPRIDE,110592,,24,Human,Binding,AC50,=,10.0,8.0,-9,19,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"373,2",5,2,4,"3,33",COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
clemastine,949,,27,Human,Binding,AC50,=,1200.0,5.92,-66,34,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"343,2",6,0,2,"5,10",CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
clemastine,949,,27,Human,Binding,IC50,=,136.0,6.87,-66,34,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"343,2",6,0,2,"5,10",CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,-
clemastine,949,,27,Human,Binding,Ki,=,45.0,7.35,-66,34,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"343,2",6,0,2,"5,10",CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,-
clemastine,949,,27,Human,Binding,pKi,=,7.35,8.13,-66,34,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"343,2",6,0,2,"5,10",CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,-
CLOFAZIMINE,19387,,54,Human,Binding,AC50,=,8961.0,5.05,-,7,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"472,1",4,1,4,"7,49",CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
clomipramine,954,,43,Human,Binding,AC50,=,390.0,6.41,-7,42,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"314,2",4,0,2,"4,53",CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,https://dx.doi.org/10.1038/s41467-023-40064-9
clomipramine,954,,43,Human,Binding,IC50,=,413.0,6.38,-7,42,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"314,2",4,0,2,"4,53",CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,-
clomipramine,954,,43,Human,Binding,Ki,=,138.0,6.86,-7,42,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"314,2",4,0,2,"4,53",CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,-
CLOTHIAPINE,102785,,36,Human,Binding,AC50,=,200.0,6.7,1,21,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"343,1",0,0,4,"4,13",CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
CLOTRIMAZOLE,4781,,63,Human,Binding,AC50,=,4900.0,5.31,-30,46,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"344,1",4,0,2,"5,38",Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,https://dx.doi.org/10.1038/s41467-023-40064-9
CLOTRIMAZOLE,4781,,63,Human,Binding,IC50,=,12186.0,4.91,-30,46,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"344,1",4,0,2,"5,38",Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,-
CLOTRIMAZOLE,4781,,63,Human,Binding,Ki,=,4062.0,5.39,-30,46,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"344,1",4,0,2,"5,38",Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,-
CLOTRIMAZOLE,4781,,63,Human,Binding,pKi,=,5.39,8.27,-30,46,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"344,1",4,0,2,"5,38",Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,-
clozapine,958,,57,Human,Binding,AC50,=,718.6,6.14,-51,98,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"326,1",0,1,4,"3,72",CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
clozapine,958,,57,Human,Binding,IC50,=,387.0,6.41,-51,98,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"326,1",0,1,4,"3,72",CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-
clozapine,958,,57,Human,Binding,Ki,=,129.0,6.89,-51,98,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"326,1",0,1,4,"3,72",CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-
CYCLOBENZAPRINE,206050,,27,Human,Binding,AC50,=,3600.0,5.44,-,17,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"275,2",3,0,1,"4,55",CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
cyproheptadine,1301,,39,Human,Binding,IC50,=,164.0,6.79,-61,53,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"287,2",0,0,1,"4,70",CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,-
cyproheptadine,1301,,39,Human,Binding,Ki,=,55.0,7.26,-61,53,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"287,2",0,0,1,"4,70",CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,-
DACOMITINIB ANHYDROUS,78425,,58,Human,Binding,AC50,=,8000.0,5.1,-,5,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"469,2",7,2,6,"5,16",COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,https://dx.doi.org/10.1038/s41467-023-40064-9
darifenacin,1324,,32,Human,Binding,AC50,=,10999.9,4.96,-,22,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"426,2",7,1,3,"3,96",NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,https://dx.doi.org/10.1038/s41467-023-40064-9
DAUNORUBICIN,62505,,35,Human,Binding,AC50,=,13769.6,4.86,-,21,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"527,2",4,5,11,"1,03",COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,https://dx.doi.org/10.1038/s41467-023-40064-9
DESIPRAMINE,206863,,31,Human,Binding,AC50,=,8400.0,5.08,-43,31,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"266,2",4,1,2,"3,53",CNCCCN1c2ccccc2CCc2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
desloratadine,1389,,72,Human,Binding,AC50,=,1600.0,5.8,-,27,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"310,1",0,1,2,"4,02",Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,https://dx.doi.org/10.1038/s41467-023-40064-9
DIETHYLSTILBESTROL,160344,,54,Human,Binding,IC50,=,13321.0,4.88,-30,32,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"268,1",4,2,2,"4,83",CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,-
DIETHYLSTILBESTROL,160344,,54,Human,Binding,Ki,=,4440.0,5.35,-30,32,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"268,1",4,2,2,"4,83",CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,-
DIETHYLSTILBESTROL,160344,,54,Human,Binding,pKi,=,5.35,8.27,-30,32,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"268,1",4,2,2,"4,83",CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,-
DIHYDROERGOCRISTINE,203402,,16,Human,Binding,IC50,=,1.47,8.83,-5,22,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"611,3",5,3,6,"2,72",CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,-
DIHYDROERGOCRISTINE,203402,,16,Human,Binding,Ki,=,0.49,9.31,-5,22,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"611,3",5,3,6,"2,72",CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,-
DIHYDROERGOCRISTINE,203402,,16,Human,Binding,pKi,=,9.31,8.03,-5,22,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"611,3",5,3,6,"2,72",CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,-
dihydroergotamine,1420,,13,Human,Binding,AC50,=,40.0,7.4,-30,42,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"583,3",4,3,6,"2,08",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,https://dx.doi.org/10.1038/s41467-023-40064-9
dihydroergotamine,1420,,13,Human,Binding,IC50,=,8.88,8.05,-30,42,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"583,3",4,3,6,"2,08",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,-
dihydroergotamine,1420,,13,Human,Binding,Ki,=,2.96,8.53,-30,42,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"583,3",4,3,6,"2,08",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,-
dihydroergotamine,1420,,13,Human,Binding,pKi,=,8.53,8.07,-30,42,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"583,3",4,3,6,"2,08",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,-
diphenidol,1433,,30,Human,Binding,IC50,=,3290.0,5.48,-1,14,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"309,2",6,1,2,"4,19",OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,-
diphenidol,1433,,30,Human,Binding,Ki,=,1097.0,5.96,-1,14,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"309,2",6,1,2,"4,19",OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,-
diphenidol,1433,,30,Human,Binding,pKi,=,5.96,8.22,-1,14,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"309,2",6,1,2,"4,19",OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,-
DISULFIRAM,210300,,60,Human,Binding,IC50,=,23018.0,4.64,-5,24,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"296,1",4,0,4,"3,62",CCN(CC)C(=S)SSC(=S)N(CC)CC,-
DISULFIRAM,210300,,60,Human,Binding,Ki,=,7673.0,5.12,-5,24,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"296,1",4,0,4,"3,62",CCN(CC)C(=S)SSC(=S)N(CC)CC,-
DISULFIRAM,210300,,60,Human,Binding,pKi,=,5.12,8.29,-5,24,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"296,1",4,0,4,"3,62",CCN(CC)C(=S)SSC(=S)N(CC)CC,-
dobutamine,1454,,27,Human,Binding,AC50,=,8199.9,5.09,-,17,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"301,2",7,4,4,"2,96",CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,https://dx.doi.org/10.1038/s41467-023-40064-9
DOMIPHEN,12618,,11,Human,Binding,AC50,=,2000.0,5.7,-,26,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"334,3",15,0,1,"6,06",CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,https://dx.doi.org/10.1038/s41467-023-40064-9
domperidone,1462,,65,Human,Binding,AC50,=,6.0,8.22,-2,33,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"425,2",5,2,5,"3,35",O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
domperidone,1462,,65,Human,Binding,IC50,=,2.65,8.58,-2,33,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"425,2",5,2,5,"3,35",O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,-
domperidone,1462,,65,Human,Binding,Ki,=,0.88,9.05,-2,33,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"425,2",5,2,5,"3,35",O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,-
DOTHIEPIN,41735,,12,Human,Binding,AC50,=,14000.1,4.85,-,18,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"295,1",3,0,2,"4,68",CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
DOXEPIN,56283,,21,Human,Binding,AC50,=,1400.0,5.85,-,28,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"279,2",3,0,2,"3,96",CN(C)CCC=C1c2ccccc2COc2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
DROPERIDOL,9264,,62,Human,Binding,IC50,=,2.41,8.62,-1,21,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"379,2",6,1,4,"3,68",O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,-
DROPERIDOL,9264,,62,Human,Binding,Ki,=,0.8,9.1,-1,21,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"379,2",6,1,4,"3,68",O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,-
duloxetine,1508,,46,Human,Binding,AC50,=,6599.9,5.18,-97,44,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"297,1",6,1,3,"4,63",CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,https://dx.doi.org/10.1038/s41467-023-40064-9
EBASTINE,102913,,65,Human,Binding,AC50,=,3900.0,5.41,-74,33,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"469,3",9,0,3,"7,22",CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
EBASTINE,102913,,65,Human,Binding,IC50,=,1149.1,5.94,-74,33,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"469,3",9,0,3,"7,22",CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,-
EBASTINE,102913,,65,Human,Binding,Ki,=,383.0,6.42,-74,33,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"469,3",9,0,3,"7,22",CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,-
ECONAZOLE,207971,,50,Human,Binding,IC50,=,12807.0,4.89,-30,38,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,380,6,0,3,"5,80",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,-
ECONAZOLE,207971,,50,Human,Binding,Ki,=,4269.0,5.37,-30,38,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,380,6,0,3,"5,80",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,-
ECONAZOLE,207971,,50,Human,Binding,pKi,=,5.37,8.27,-30,38,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,380,6,0,3,"5,80",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,-
EMETINE,188904,,34,Human,Binding,AC50,=,16000.0,4.8,-,12,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"480,3",7,1,6,"4,94",CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,https://dx.doi.org/10.1038/s41467-023-40064-9
EPALRESTAT,198942,,55,Human,Binding,AC50,=,9100.0,5.04,-,19,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,319,4,1,4,"2,92",CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,https://dx.doi.org/10.1038/s41467-023-40064-9
ERGOCORNINE,29624,,14,Human,Binding,IC50,=,5.03,8.3,-2,18,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"561,3",4,3,6,"2,04",CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,-
ERGOCORNINE,29624,,14,Human,Binding,Ki,=,1.68,8.78,-2,18,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"561,3",4,3,6,"2,04",CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,-
ergometrine,1581,,13,Human,Binding,IC50,=,552.0,6.26,-288,17,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"325,2",3,3,3,"1,53",C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
ergometrine,1581,,13,Human,Binding,Ki,=,184.0,6.74,-288,17,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"325,2",3,3,3,"1,53",C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
ergotamine,1582,,6,Human,Binding,AC50,=,2200.0,5.66,-15,32,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"581,3",4,3,6,"1,99",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,https://dx.doi.org/10.1038/s41467-023-40064-9
ergotamine,1582,,6,Human,Binding,IC50,=,4.3,8.37,-15,32,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"581,3",4,3,6,"1,99",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,-
ergotamine,1582,,6,Human,Binding,Ki,=,1.43,8.84,-15,32,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"581,3",4,3,6,"1,99",CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,-
ERGOTAMINE,218443,,0,Human,Binding,pKi,=,8.85,8.05,-4168,62,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"581,3",4,3,6,"1,99",CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,-
fenoldopam,1628,,36,Human,Binding,AC50,=,3800.0,5.42,-24,18,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"305,1",1,4,4,"2,73",Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
flunarizine,1657,,39,Human,Binding,IC50,=,352.0,6.45,-5,28,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"404,2",6,0,2,"5,38",Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,-
flunarizine,1657,,39,Human,Binding,Ki,=,117.0,6.93,-5,28,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"404,2",6,0,2,"5,38",Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,-
