Common name;GPCRdb ID;Reference ligand;Vendors;Species;Assay Type;Activity Type;Activity Relation;Activity Value;p-value (-log);Fold selectivity;Tested GPCRs;Assay Description;Source;Mol weight;Rot Bonds;H don;H acc;LogP;Smiles;DOI
CHEMBL4860828;185504;None;0;Human;Binding;Ki;=;1,90;8,72;2;4;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;471,2;8;0;6;4,59;Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4F)CC3)noc2c1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4861193;185520;None;0;Human;Binding;Ki;=;7,40;8,13;1;4;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;479,3;9;0;5;5,89;CC1CCN(CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4861311;185526;None;0;Human;Binding;Ki;=;9,70;8,01;-1;9;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;465,3;9;0;5;5,64;Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCCCC5)cc4)CC3)noc2c1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4861431;185535;None;0;Human;Binding;Ki;=;754,00;6,12;-3;3;Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method;ChEMBL;382,1;4;1;7;2,65;CC(Oc1ccc(Cl)c(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1;https://dx.doi.org/10.1016/j.ejmech.2020.112529
CHEMBL4861553;185548;None;0;Human;Binding;Ki;=;365,60;6,44;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;410,2;10;2;4;4,85;CSc1ccccc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4861553;185548;None;0;Human;Binding;Ki;=;363,08;6,44;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;410,2;10;2;4;4,85;CSc1ccccc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4861643;185554;None;0;Human;Binding;Ki;=;2,70;8,57;1;4;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;493,3;10;0;5;6,28;CC1CCN(CCc2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4861794;185566;None;0;Human;Binding;Ki;=;1095,00;5,96;-40;7;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;324,2;6;1;5;2,45;Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4861794;185566;None;0;Human;Binding;Ki;=;1096,48;5,96;-40;7;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;324,2;6;1;5;2,45;Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4862275;185593;None;0;Human;Binding;Ki;=;688,00;6,16;-20;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;402,3;7;1;5;3,31;COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)C3CCCCC3)[C@@H]1CO2;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4862301;185596;None;0;Human;Binding;Ki;=;61,90;7,21;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;394,2;10;2;4;4,13;COc1ccccc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862301;185596;None;0;Human;Binding;Ki;=;61,66;7,21;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;394,2;10;2;4;4,13;COc1ccccc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862320;185599;None;0;Human;Binding;Ki;=;568,00;6,25;-74;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;396,2;7;1;5;3,04;COc1ccc(C(=O)NCCCCN2CCO[C@@H]3c4ccccc4OC[C@H]32)cc1;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4862399;185603;None;0;Human;Binding;Ki;=;563,00;6,25;-35;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;416,2;6;1;4;4,18;O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1cccc2ccccc12;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4862405;185604;None;0;Human;Binding;Ki;=;1310,00;5,88;-4;2;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method;ChEMBL;540,3;11;4;5;4,75;CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN(CCCCNC(=O)c3cc4ccccc4[nH]3)C2)c1O;https://dx.doi.org/10.1021/acs.jmedchem.1c01353
CHEMBL4862439;185608;None;0;Human;Binding;Ki;=;48,98;7,31;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;412,2;10;2;4;4,27;COc1ccc(F)cc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862439;185608;None;0;Human;Binding;Ki;=;49,30;7,31;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;412,2;10;2;4;4,27;COc1ccc(F)cc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862770;185631;None;0;Human;Binding;Ki;=;11,48;7,94;2;6;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;428,2;10;2;4;4,79;COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862770;185631;None;0;Human;Binding;Ki;=;11,50;7,94;2;6;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;428,2;10;2;4;4,79;COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862790;185637;None;0;Human;Binding;Ki;=;744,00;6,13;-81;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;397,2;7;1;6;2,44;COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccnc3)[C@@H]1CO2;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4862839;185642;None;0;Human;Binding;Ki;=;280,00;6,55;1;3;Displacement of [3H]N-methylspiperone from dopamine D2 receptor (unknown origin);ChEMBL;470,1;6;2;4;5,20;COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1cccc(Cl)c1Cl)CC2;https://dx.doi.org/10.1016/j.bmcl.2021.128047
CHEMBL4862890;185643;None;0;Human;Binding;Ki;=;20,80;7,68;1;6;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;410,2;10;2;4;4,23;COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4862890;185643;None;0;Human;Binding;Ki;=;20,89;7,68;1;6;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;410,2;10;2;4;4,23;COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863032;185650;None;0;Human;Binding;Ki;=;708,00;6,15;-104;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;456,2;9;1;7;3,06;COc1cc(C(=O)NCCCCN2CCO[C@@H]3c4ccccc4OC[C@H]32)cc(OC)c1OC;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4863636;185695;None;0;Human;Binding;Ki;=;302,00;6,52;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;414,2;9;2;3;5,28;O=C1CCc2ccc(OCCCCNCC3CC3c3cccc4ccccc34)cc2N1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863636;185695;None;0;Human;Binding;Ki;=;299,90;6,52;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;414,2;9;2;3;5,28;O=C1CCc2ccc(OCCCCNCC3CC3c3cccc4ccccc34)cc2N1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863748;185702;None;0;Human;Binding;Ki;=;190,00;6,72;1;3;Displacement of [3H]N-methylspiperone from dopamine D2 receptor (unknown origin);ChEMBL;436,2;6;2;4;4,54;COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccccc1Cl)CC2;https://dx.doi.org/10.1016/j.bmcl.2021.128047
CHEMBL4863832;185707;None;0;Human;Binding;Ki;=;6,58;8,18;2;6;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;396,2;9;2;4;3,84;COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863832;185707;None;0;Human;Binding;Ki;=;6,61;8,18;2;6;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;396,2;9;2;4;3,84;COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863920;185712;None;0;Human;Binding;Ki;=;832,40;6,08;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;393,3;7;2;2;4,75;CN(C)C(=O)N[C@H]1CC[C@H](CCNCC2CC2c2cccc3ccccc23)CC1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863920;185712;None;0;Human;Binding;Ki;=;831,76;6,08;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;393,3;7;2;2;4,75;CN(C)C(=O)N[C@H]1CC[C@H](CCNCC2CC2c2cccc3ccccc23)CC1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863980;185716;None;0;Human;Binding;Ki;=;5,40;8,27;1;4;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;487,2;8;0;6;5,10;Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)c(Cl)c4)CC3)noc2c1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4863992;185718;None;0;Human;Binding;Ki;=;125,89;6,90;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;380,2;9;2;4;3,74;COc1ccccc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4863992;185718;None;0;Human;Binding;Ki;=;125,70;6,90;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;380,2;9;2;4;3,74;COc1ccccc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4864074;185723;None;0;Human;Binding;Ki;=;1065,00;5,97;-58;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;472,2;8;1;5;4,71;COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc(-c4ccccc4)cc3)[C@@H]1CO2;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4864112;185728;None;0;Human;Binding;Ki;=;697,00;6,16;-645;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;426,2;8;1;6;3,05;COc1ccc(C(=O)NCCCCN2CCO[C@@H]3c4cc(OC)ccc4OC[C@H]32)cc1;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4864320;185736;None;0;Human;Binding;Ki;=;2,57;8,59;-5;2;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method;ChEMBL;587,3;14;3;7;4,96;CCCN1C[C@H](OCCCCOc2ccc3c(c2)NC(=O)CC3)C[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC;https://dx.doi.org/10.1021/acs.jmedchem.1c01353
CHEMBL4864366;185740;None;0;Human;Binding;Ki;=;162,00;6,79;-7;2;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method;ChEMBL;430,2;9;2;4;4,44;CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCc2ccccc2)c1O;https://dx.doi.org/10.1021/acs.jmedchem.1c01353
CHEMBL4864369;185741;None;0;Human;Binding;Ki;=;977,20;6,01;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;442,2;10;2;4;4,32;COc1ccccc1C1CC1CNCC[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CC1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4864369;185741;None;0;Human;Binding;Ki;=;977,24;6,01;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;442,2;10;2;4;4,32;COc1ccccc1C1CC1CNCC[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CC1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4864436;185746;None;0;Human;Binding;Ki;=;27,40;7,56;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;398,2;9;2;4;3,88;COc1ccc(F)cc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4864436;185746;None;0;Human;Binding;Ki;=;27,54;7,56;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;398,2;9;2;4;3,88;COc1ccc(F)cc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4864448;185748;None;0;Human;Binding;Ki;=;377,00;6,42;-3;3;Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method;ChEMBL;410,1;6;1;7;3,43;CCCC(Oc1cc(Cl)cc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1;https://dx.doi.org/10.1016/j.ejmech.2020.112529
CHEMBL4864813;185767;None;0;Human;Binding;Ki;=;589,00;6,23;-42;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;441,2;8;1;7;2,95;COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc([N+](=O)[O-])cc3)[C@@H]1CO2;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4864863;185770;None;0;Human;Binding;Ki;=;103,00;6,99;-1;3;Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method;ChEMBL;424,2;7;1;7;3,82;CCCCC(Oc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1;https://dx.doi.org/10.1016/j.ejmech.2020.112529
CHEMBL4864969;185777;None;0;Human;Binding;Ki;=;642,00;6,19;-32;2;Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis;ChEMBL;446,2;7;1;5;4,19;COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc4ccccc4c3)[C@@H]1CO2;https://dx.doi.org/10.1016/j.bmcl.2021.128269
CHEMBL4865118;185786;None;0;Human;Binding;Ki;=;159,00;6,80;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;426,2;10;1;4;4,61;CCN(CCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(F)ccc1OC;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4865118;185786;None;0;Human;Binding;Ki;=;158,49;6,80;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;426,2;10;1;4;4,61;CCN(CCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(F)ccc1OC;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4865389;185800;None;0;Human;Binding;Ki;=;323,59;6,49;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;440,2;11;1;4;5,00;CCN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(F)ccc1OC;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4865389;185800;None;0;Human;Binding;Ki;=;322,50;6,49;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;440,2;11;1;4;5,00;CCN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(F)ccc1OC;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4865434;185803;None;0;Human;Binding;Ki;=;0,69;9,16;-2;2;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method;ChEMBL;354,2;7;2;4;3,22;CCCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC;https://dx.doi.org/10.1021/acs.jmedchem.1c01353
CHEMBL4865591;185815;None;0;Human;Binding;Ki;=;2691,53;5,57;-138;7;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;366,2;6;1;5;2,56;O=C1CCc2cc(OCCCN3CCN(c4ccccn4)CC3)ccc2N1;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4865591;185815;None;0;Human;Binding;Ki;=;2667,00;5,57;-138;7;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;366,2;6;1;5;2,56;O=C1CCc2cc(OCCCN3CCN(c4ccccn4)CC3)ccc2N1;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4865735;185827;None;0;Human;Binding;Ki;=;10,80;7,97;-2;4;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;451,3;8;0;5;5,60;Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)cc4)CC3)noc2c1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4865765;185828;None;0;Human;Binding;Ki;=;354,81;6,45;-7;6;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293T cells co-expressing CRE-Luc incubated for 60 mins by microbeta scintillation counting method;ChEMBL;402,2;9;4;4;2,85;Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)CCc1ccccc1;https://dx.doi.org/10.1016/j.ejmech.2021.113190
CHEMBL4865907;185833;None;0;Human;Binding;Ki;=;1,70;8,77;2;9;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;466,3;8;0;6;4,36;CN1CCN(Cc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4866053;185841;None;0;Human;Binding;Ki;=;510,00;6,29;-64;6;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;341,2;4;1;4;2,64;OC1c2ccc(F)cc2CC1CCN1CCN(c2ccccn2)CC1;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4866058;185842;None;0;Human;Binding;Ki;=;1230,27;5,91;-199;7;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;341,2;4;0;3;3,66;Clc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)C2;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4866058;185842;None;0;Human;Binding;Ki;=;1234,00;5,91;-199;7;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor incubated for 1 hr by liquid scintillation counting method;ChEMBL;341,2;4;0;3;3,66;Clc1ccc2c(c1)CC(CCN1CCN(c3ccccn3)CC1)C2;https://dx.doi.org/10.1016/j.ejmech.2021.113243
CHEMBL4866981;185911;None;0;Human;Binding;Ki;=;20,00;7,70;-1;5;Displacement of [3H]-raclopride from human D2R expressed in human HEK293 cells;ChEMBL;463,2;7;0;5;3,98;O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc3ccccc23)CC1;https://dx.doi.org/10.1016/j.bmcl.2021.128028
CHEMBL4867109;185918;None;0;Human;Binding;Ki;=;254,00;6,59;-2;5;Displacement of [3H]-raclopride from human D2R expressed in human HEK293 cells;ChEMBL;447,1;7;0;5;3,48;O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccc(Cl)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2021.128028
CHEMBL4867331;185929;None;0;Human;Binding;Ki;=;140,00;6,85;1;3;Displacement of [3H]N-methylspiperone from dopamine D2 receptor (unknown origin);ChEMBL;432,2;7;2;5;3,90;COc1cccc(C(=O)NCc2ccccc2CN2CCc3cc(OC)c(O)cc3C2)c1;https://dx.doi.org/10.1016/j.bmcl.2021.128047
CHEMBL4867565;185948;None;5;Human;Binding;Ki;=;4392,00;5,36;-1445;17;Displacement of [3H]-haloperidol from human D2L receptor expressed in HEK293 cell membranes measured after 1 hr by microbeta counting method;ChEMBL;410,1;3;1;6;2,98;O=S(=O)(c1cccc(F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21;https://dx.doi.org/10.1021/acs.jmedchem.1c00224
CHEMBL4867794;185962;None;0;Human;Binding;Ki;=;316,23;6,50;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;412,2;9;2;4;4,35;COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4867794;185962;None;0;Human;Binding;Ki;=;12,80;7,89;-;1;Binding affinity to human D2R assessed as inhibition constant;ChEMBL;412,2;9;2;4;4,35;COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1016/j.bmcl.2024.129654
CHEMBL4867794;185962;None;0;Human;Binding;Ki;=;317,00;6,50;-;1;Displacement of [3H]-N-methylspiperone from D2 receptor (unknown origin) expressed in HEK293T cell membranes measured after 2 hrs by microbeta scintillation counting method;ChEMBL;412,2;9;2;4;4,35;COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1;https://dx.doi.org/10.1021/acs.jmedchem.1c01327
CHEMBL4867962;185968;None;0;Human;Binding;Ki;=;794,33;6,10;-32;6;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293T cells co-expressing CRE-Luc incubated for 60 mins by microbeta scintillation counting method;ChEMBL;360,2;6;4;4;2,34;Cc1nc(N)sc1CCCN/C(N)=N/C(=O)N[C@@H](C)c1ccccc1;https://dx.doi.org/10.1016/j.ejmech.2021.113190
CHEMBL4867978;185969;None;0;Human;Binding;Ki;=;10,50;7,98;-1;9;Binding affinity to dopamine D2 receptor (unknown origin);ChEMBL;467,3;9;0;6;4,49;Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1;https://dx.doi.org/10.1016/j.bmcl.2021.127909
CHEMBL4868275;185989;None;0;Human;Binding;Ki;=;2590,00;5,59;-6;2;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method;ChEMBL;492,2;10;1;4;5,88;CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2Cc2ccccc2)c1OCc1ccccc1;https://dx.doi.org/10.1021/acs.jmedchem.1c01353
CHEMBL4868595;186003;None;0;Human;Binding;Ki;=;7,42;8,13;-2;2;Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method;ChEMBL;446,2;10;3;5;3,73;CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCc3ccccc3)CN2)c1O;https://dx.doi.org/10.1021/acs.jmedchem.1c01353
