Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI,cell_line,expression_system,detection_tech,group_m1,DOI_clean,group_m2,group_m1_size
CHEMBL4570930,175299,,0,Human,Binding,Ki,=,"64,57",7.19,2,2,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO-K1 cell membrane incubated for 2 hrs by MicroBeta Trilux scintillation counting method,ChEMBL,"386,2",6,0,6,"2,77",COc1ccccc1N1CCN(CCCN2CCc3ncsc3CC2)CC1,https://dx.doi.org/10.1039/C9MD00379G,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1039/C9MD00379G,human|binding|chembl|https://dx.doi.org/10.1039/c9md00379g,353
CHEMBL4571077,175310,,0,Human,Binding,Ki,=,"118,00",6.93,-3,5,Displacement of [3H]-raclopride from recombinant human D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method,ChEMBL,"450,2",8,0,5,"4,13",O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2019.06.029,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1016/j.bmcl.2019.06.029,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.06.029,356
CHEMBL4571321,175316,,0,Human,Binding,Ki,=,"62,00",7.21,-12,5,Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells incubated for 1 hr by liquid scintillation counting method,ChEMBL,"516,3",8,2,4,"5,30",COc1ccc2[nH]cc(C3CC(=O)N(CCCCN4CCC(c5c[nH]c6ccc(F)cc56)CC4)C3=O)c2c1,https://dx.doi.org/10.1016/j.ejmech.2019.111736,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111736,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111736,1290
CHEMBL4571568,175331,,0,Human,Binding,Ki,=,"92,90",7.03,-371,2,"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis",ChEMBL,"444,2",8,1,5,"4,62",N#Cc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.07.020,1290
CHEMBL4571862,175341,,0,Human,Binding,Ki,=,"190,00",6.72,-14,5,Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells incubated for 1 hr by liquid scintillation counting method,ChEMBL,"486,2",7,2,3,"5,29",O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1CCCCN1CCC(c2c[nH]c3ccccc23)CC1,https://dx.doi.org/10.1016/j.ejmech.2019.111736,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111736,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111736,1290
CHEMBL4572158,175350,,0,Human,Binding,Ki,=,"1168,00",5.93,-131,5,Displacement of [3H]-Raclopride from human D2L receptor expressed in HEK293 cells by microbeta liquid scintillation counting,ChEMBL,"423,1",3,1,5,"4,46",O=S(=O)(c1ccc2cccnc2c1)n1cc(C2=CCNCC2)c2cc(Cl)ccc21,https://dx.doi.org/10.1021/acsmedchemlett.6b00056,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/acsmedchemlett.6b00056,human|binding|chembl|https://dx.doi.org/10.1021/acsmedchemlett.6b00056,1290
CHEMBL4572646,175377,,0,Human,Binding,Ki,=,"690,00",6.16,-32,3,Displacement of [3H] Spiperone from human D2L receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"569,2",9,2,4,"4,72",O=C(NCCCN1CCN(c2ccc(I)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4572646,175377,,0,Human,Binding,Ki,=,"670,00",6.17,-32,3,Displacement of [3H] Spiperone from human D2S receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"569,2",9,2,4,"4,72",O=C(NCCCN1CCN(c2ccc(I)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4572887,175387,,0,Human,Binding,Ki,=,"22,39",7.65,1,2,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO-K1 cell membrane incubated for 2 hrs by MicroBeta Trilux scintillation counting method,ChEMBL,"453,2",6,1,6,"4,04",Nc1nc2c(s1)CCN(CCCCN1CCN(c3cccc(Cl)c3Cl)CC1)CC2,https://dx.doi.org/10.1039/C9MD00379G,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1039/C9MD00379G,human|binding|chembl|https://dx.doi.org/10.1039/c9md00379g,353
CHEMBL4576998,175563,,0,Human,Binding,Kd,=,"60,26",7.22,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"393,1",6,1,3,"4,57",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1c(F)cccc1F,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4576998,175563,,0,Human,Binding,Ki,=,"63,10",7.2,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"393,1",6,1,3,"4,57",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1c(F)cccc1F,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4577414,175585,,0,Human,Binding,Ki,=,"4,65",8.33,-5,3,Displacement of [3H]N-methylspiperone from human dopamine D2L receptor expressed in HEK293 cell membranes incubated for 1 hr by liquid scintillation counting analysis,ChEMBL,"459,2",8,1,6,"4,25",CCc1cccc(N2CCN(CCCCNC(=O)c3nc4sccn4c3C)CC2)c1Cl,https://dx.doi.org/10.1021/acs.jmedchem.6b00860,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b00860,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b00860,1290
CHEMBL4578143,175626,,0,Human,Binding,Ki,=,"108,00",6.97,1,2,Displacement of [3H]Spiperone from human D2S receptor expressed in CHOK1 cell membranes measured after 120 mins,ChEMBL,"362,2",6,1,3,"4,86",CCOc1ccc2[nH]cc(C3=CCN(Cc4cccc(OC)c4)CC3)c2c1,https://dx.doi.org/10.1016/j.ejmech.2019.07.050,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.07.050,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.07.050,353
CHEMBL4579251,175673,,0,Human,Binding,Ki,=,"140,00",6.85,-301,2,"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis",ChEMBL,"435,2",8,2,5,"4,45",O=C(NCCCCN1CCN(c2cccc(O)c2)CC1)c1ccc(-c2ccsc2)cc1,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.07.020,1290
CHEMBL457957,175684,,0,Human,Binding,Ki,=,"904,00",6.04,-186,6,Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells,ChEMBL,"522,3",10,0,3,"6,56",CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)Cc1ccc(OCCCN2CCCCC2)cc1,https://dx.doi.org/10.1016/j.bmcl.2008.09.012,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2008.09.012,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2008.09.012,1873
CHEMBL4579883,175698,,0,Human,Binding,Ki,=,"42,00",7.38,-2,3,Displacement of [3H]raclopride from human recombinant dopamine D2 long receptor expressed in CHO-K1 cells incubated for 120 mins by scintillation counting analysis,ChEMBL,"385,2",5,0,4,"2,97",CCCN1CCN(c2cccc3c2CCN3S(=O)(=O)c2ccccc2)CC1,https://dx.doi.org/10.1016/j.bmcl.2016.07.055,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.bmcl.2016.07.055,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2016.07.055,294
CHEMBL4579971,175702,,0,Human,Binding,Kd,=,"66,07",7.18,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"347,1",5,1,2,"4,39",OC1(c2ccc(Cl)cc2)CCN(CCCc2ccc(F)cc2)CC1,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4579971,175702,,0,Human,Binding,Ki,=,"61,66",7.21,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"347,1",5,1,2,"4,39",OC1(c2ccc(Cl)cc2)CCN(CCCc2ccc(F)cc2)CC1,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL458001,175704,,0,Human,Binding,Ki,=,"5248,07",5.28,-173,11,Displacement of [125I]iodosulpiride from dopamine D2 receptor expressed in CHO cells,ChEMBL,"499,2",6,2,6,"4,27",O=C(Nc1cccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)c1)c1ccc(-c2ccccc2)cc1,https://dx.doi.org/10.1021/jm800962k,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm800962k,human|binding|chembl|https://dx.doi.org/10.1021/jm800962k,1873
CHEMBL458002,175705,,0,Human,Binding,Ki,=,"4897,79",5.31,-2290,11,Displacement of [125I]iodosulpiride from dopamine D2 receptor expressed in CHO cells,ChEMBL,"513,2",6,2,6,"4,58",Cc1ccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cc1NC(=O)c1ccc(-c2ccccc2)cc1,https://dx.doi.org/10.1021/jm800962k,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm800962k,human|binding|chembl|https://dx.doi.org/10.1021/jm800962k,1873
CHEMBL4580959,175744,,0,Human,Binding,Ki,=,"506,00",6.3,-2,5,Displacement of [3H]-raclopride from human D2L receptor expressed in human HEK293 cells incubated for 1 hr by radioligand binding assay,ChEMBL,"364,1",4,1,6,"-0,27",CN1CCN(c2nc(N)nc(C[Se]c3ccccc3)n2)CC1,https://dx.doi.org/10.1016/j.ejmech.2019.06.022,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.022,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.022,1290
CHEMBL4582096,175804,,0,Human,Binding,Ki,=,"160,00",6.8,-45,3,Displacement of [3H] Spiperone from human D2L receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"521,3",11,2,6,"4,28",COc1ccc(N(Cc2ccc(F)cc2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4582096,175804,,0,Human,Binding,Ki,=,"110,00",6.96,-45,3,Displacement of [3H] Spiperone from human D2S receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"521,3",11,2,6,"4,28",COc1ccc(N(Cc2ccc(F)cc2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL458220,175808,,0,Human,Binding,Ki,=,"5128,61",5.29,-97,10,Displacement of [125I]iodosulpiride from dopamine D2 receptor expressed in CHO cells,ChEMBL,"513,2",6,2,6,"4,58",Cc1c(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cccc1NC(=O)c1ccc(-c2ccccc2)cc1,https://dx.doi.org/10.1021/jm800962k,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm800962k,human|binding|chembl|https://dx.doi.org/10.1021/jm800962k,1873
CHEMBL4582714,175834,,0,Human,Binding,Ki,=,"85,11",7.07,3,2,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO-K1 cell membrane incubated for 2 hrs by MicroBeta Trilux scintillation counting method,ChEMBL,"400,2",7,0,6,"3,15",COc1ccccc1N1CCN(CCCCN2CCc3ncsc3CC2)CC1,https://dx.doi.org/10.1039/C9MD00379G,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1039/C9MD00379G,human|binding|chembl|https://dx.doi.org/10.1039/c9md00379g,353
CHEMBL4583082,175843,,0,Human,Binding,Ki,=,"220,00",6.66,-72,5,Displacement of [3H]-raclopride from human D2R expressed in HEK293 cells after 1 hr by microbeta plate reader analysis,ChEMBL,"362,2",7,3,4,"4,47",COc1ccc2[nH]cc(CCNCc3ccc(-c4ccc(O)cc4)o3)c2c1,https://dx.doi.org/10.1016/j.ejmech.2019.111857,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111857,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111857,1290
CHEMBL4583596,175869,,0,Human,Binding,Ki,=,"94,00",7.03,-9,3,Displacement of [3H] Spiperone from human D2S receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"566,2",10,2,6,"5,31",COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(C#N)cc2)c2ccc(Cl)cc2Cl)CC1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4583596,175869,,0,Human,Binding,Ki,=,"150,00",6.82,-9,3,Displacement of [3H] Spiperone from human D2L receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"566,2",10,2,6,"5,31",COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(C#N)cc2)c2ccc(Cl)cc2Cl)CC1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4583609,175871,,0,Human,Binding,Ki,=,"2049,00",5.69,-4677,2,"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis",ChEMBL,"487,1",8,1,4,"6,05",O=C(NCCCCN1CCN(c2cc(Cl)cc(Cl)c2)CC1)c1ccc(-c2ccsc2)cc1,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.07.020,1290
CHEMBL4584060,175888,,0,Human,Binding,Kd,=,"288,40",6.54,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"343,1",2,1,2,"3,81",OC1(c2ccc(Cl)cc2)CCN(CC#Cc2ccc(F)cc2)CC1,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4584060,175888,,0,Human,Binding,Ki,=,"281,84",6.55,-,1,Displacement of PPHT-red from SNAP-tagged human D2LR expressed in CHOK1 cell membranes by TR-FRET assay,ChEMBL,"343,1",2,1,2,"3,81",OC1(c2ccc(Cl)cc2)CCN(CC#Cc2ccc(F)cc2)CC1,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,cho-k1,expressed,fret,human|binding|fret|cho-k1|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00864,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00864,103
CHEMBL4584325,175902,,0,Human,Binding,Ki,=,"2916,00",5.54,-12,4,Displacement of [3H]-raclopride from human D2L receptor expressed in human HEK293 cells incubated for 1 hr by radioligand binding assay,ChEMBL,"314,2",4,1,7,"1,09",Cc1ccc(OCc2nc(N)nc(N3CCN(C)CC3)n2)cc1,https://dx.doi.org/10.1016/j.ejmech.2019.06.022,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.06.022,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.06.022,1290
CHEMBL4584497,175911,,0,Human,Binding,Ki,=,"80,20",7.1,-213,2,Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by scintillation counting method,ChEMBL,"456,2",8,2,3,"4,66",CCc1cccc(N2CCN(C[C@H](F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,https://dx.doi.org/10.1021/acs.jmedchem.9b00607,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b00607,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b00607,1290
CHEMBL4584504,175912,,0,Human,Binding,Ki,=,"446,00",6.35,-223,5,Displacement of [3H]-raclopride from human D2R expressed in HEK293 cells after 1 hr by microbeta plate reader analysis,ChEMBL,"350,1",6,3,3,"4,61",Oc1ccc(-c2ccc(CNCCc3c[nH]c4cc(F)ccc34)o2)cc1,https://dx.doi.org/10.1016/j.ejmech.2019.111857,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111857,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111857,1290
CHEMBL4584719,175922,,0,Human,Binding,Ki,=,"10,00",8.0,1,5,Displacement of [3H]-raclopride from recombinant human D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method,ChEMBL,"471,3",9,0,5,"4,83",COc1ccccc1N1CCN(CCCCCCN2C(=O)c3cccc4cccc(c34)C2=O)CC1,https://dx.doi.org/10.1016/j.bmcl.2019.06.029,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1016/j.bmcl.2019.06.029,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.06.029,356
CHEMBL4585384,175947,,0,Human,Binding,Ki,=,"59,00",7.23,-7,3,Displacement of [3H] Spiperone from human D2L receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"521,3",11,2,6,"4,28",COc1ccc(N(Cc2cccc(F)c2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4585384,175947,,0,Human,Binding,Ki,=,"35,00",7.46,-7,3,Displacement of [3H] Spiperone from human D2S receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"521,3",11,2,6,"4,28",COc1ccc(N(Cc2cccc(F)c2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4586276,175986,,0,Human,Binding,Ki,=,"458,00",6.34,-18,3,Displacement of [3H]raclopride from human recombinant dopamine D2 long receptor expressed in CHO-K1 cells incubated for 120 mins by scintillation counting analysis,ChEMBL,"357,2",3,0,4,"2,19",CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1,https://dx.doi.org/10.1016/j.bmcl.2016.07.055,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.bmcl.2016.07.055,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2016.07.055,294
CHEMBL4586327,175988,,0,Human,Binding,Ki,=,"619,00",6.21,-27,6,Displacement of [3H]N-methylspiperone from human dopamine D2L receptor expressed in HEK293 cell membranes incubated for 1 hr by liquid scintillation counting analysis,ChEMBL,"254,1",3,1,3,"2,32",CCc1cc(Cl)c(OC)c(N2CCNCC2)c1,https://dx.doi.org/10.1021/acs.jmedchem.6b00860,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b00860,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b00860,1290
CHEMBL4586531,175996,,0,Human,Binding,Ki,=,"8434,00",5.07,-1071,2,"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis",ChEMBL,"419,2",8,1,4,"4,75",O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc(-c2ccsc2)cc1,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.07.020,1290
CHEMBL4587635,176039,,0,Human,Binding,Ki,=,"190,00",6.72,-281,2,"Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis",ChEMBL,"433,2",8,1,4,"5,06",Cc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2019.07.020,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.07.020,1290
CHEMBL4587645,176040,,0,Human,Binding,Ki,=,"640,00",6.19,-52,3,Displacement of [3H] Spiperone from human D2L receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"477,2",9,2,4,"4,77",O=C(NCCCN1CCN(c2ccc(Cl)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4587645,176040,,0,Human,Binding,Ki,=,"410,00",6.39,-52,3,Displacement of [3H] Spiperone from human D2S receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"477,2",9,2,4,"4,77",O=C(NCCCN1CCN(c2ccc(Cl)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
CHEMBL4587772,176046,,0,Human,Binding,Ki,=,"11,00",7.96,1,5,Displacement of [3H]-raclopride from recombinant human D2L receptor expressed in HEK293 cells measured after 1 hr by microbeta counting method,ChEMBL,"457,3",10,0,4,"5,58",CCOc1ccccc1N1CCN(CCCCCCN2C(=O)c3cccc4cccc2c34)CC1,https://dx.doi.org/10.1016/j.bmcl.2019.06.029,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1016/j.bmcl.2019.06.029,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2019.06.029,356
CHEMBL4589982,176125,,0,Human,Binding,Ki,=,"500,00",6.3,-25,3,Displacement of [3H] Spiperone from human D2L receptor expressed in CHO cells by competitive radioligand binding assay,ChEMBL,"495,2",9,2,4,"4,91",O=C(NCCCN1CCN(c2ccc(Cl)cc2)CC1)NN(Cc1ccc(F)cc1)c1ccccc1,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.9b01085,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.9b01085,1873
