Common name,Smiles,Activity Type,p-value (-log)
CHEMBL175875,COc1cccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)c1,Ki,7.41
CHEMBL4790020,Cc1c(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,Ki,7.41
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,7.41
CHEMBL3647708,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,Ki,7.41
CHEMBL2414991,CN1CCc2cc(O)c(O)c3c2C1Cc1ccccc1-3,Ki,7.41
CHEMBL3647686,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NC[C@H](CCCCNC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,Ki,7.41
CHEMBL104716,Cc1ccc(CN2CCC(CC(=O)N3c4ccccc4CC3C)CC2)cc1,Ki,7.41
CHEMBL4464512,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1,Ki,7.41
CHEMBL109912,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C[C@@H]2C)cc1Cl,Ki,7.41
PRECLAMOL,CCCN1CCC[C@@H](c2cccc(O)c2)C1,Ki,7.41
CHEMBL302374,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)cc1,Ki,7.41
CHEMBL4094869,CCCN(CCCCOc1ccn2nccc2c1)[C@@H]1CCc2c(O)cccc2C1,Ki,7.41
CHEMBL4097572,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCOCCCCc2ccccc2)C1,Ki,7.41
CHEMBL2207636,COc1ccccc1N1CCN(Cc2cc(C#N)c3cccccc2-3)CC1,Ki,7.41
CHEMBL2159488,O=S(=O)(N[C@@H]1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(Cl)s1,Ki,7.41
CHEMBL5194614,Nc1nc(NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(NCCc2c[nH]c3ccccc23)n1,Ki,7.41
CHEMBL4877460,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1cccc(C#N)c1)CC2,Ki,7.41
CHEMBL5283457,CN(C)CCc1cc(O)c(O)c2c1CCc1ccccc1-2,Ki,7.41
CHEMBL2336893,c1ccc(-n2cc(CN3CCN(c4cc5ccc4CCc4ccc(cc4)CC5)CC3)cn2)cc1,Ki,7.41
CHEMBL3287390,Clc1cccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c1Cl,Ki,7.41
CHEMBL195247,O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1,Ki,7.41
CHEMBL3344457,CCCc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,Ki,7.41
CHEMBL373873,Cc1c(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nnn1Cc1ccccc1,Ki,7.41
CHEMBL3676901,O=CN[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,Ki,7.41
CHEMBL4064974,O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1cc2ccccn2n1,Ki,7.41
CHEMBL164979,CN(CCc1ccccc1)CC[C@H]1CC[C@H](Nc2ncccn2)CC1,Ki,7.41
CHEMBL233416,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)CC1,Ki,7.41
CHEMBL90837,CCN(C)CCc1c(-c2cccc([N+](=O)[O-])c2)[nH]c2ccccc12,Ki,7.41
CHEMBL3597639,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccc(F)cc2c1,Ki,7.41
CHEMBL5409419,COc1cccc2c3c(oc12)CN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC3,Ki,7.41
CHEMBL574595,COc1ccccc1N1CCN(CCCn2cc(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,Ki,7.41
CHEMBL4644906,O=C1CCc2cc(OCCCCCCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,Ki,7.41
CHEMBL141419,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[te]2)CC1,Ki,7.41
CHEMBL3286432,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1,Ki,7.41
CHEMBL27132,C[C@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,Ki,7.41
CHEMBL4567895,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,Ki,7.41
CHEMBL3084510,COc1ccc2[nH]cc(CN3[C@H]4CC[C@@H]3C[C@@](O)(c3ccc(Cl)cc3)C4)c2c1,Ki,7.41
CHEMBL1190761,Oc1cc2c(c(Br)c1O)CCNCC2c1ccccc1,Ki,7.41
CHEMBL3590077,COc1ccccc1N1CCN(CCCCNC(=O)/N=N/c2ccc(F)cc2)CC1,Ki,7.42
CHEMBL378455,C1=C(c2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)C1,Ki,7.42
CHEMBL1771107,COc1ccccc1N1CCN(CCCCN2CCc3cc(-c4ccccc4)ccc3C2=O)CC1,Ki,7.42
CHEMBL165504,c1ccc(OC[C@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,Ki,7.42
CHEMBL3353913,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(SC)cc3)nn2)CC1,Ki,7.42
CHEMBL221600,c1ccc(C2CCN(Cc3cnn(-c4ccccc4)c3)CC2)cc1,Ki,7.42
CHEMBL1739966,O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCF)cc1,Ki,7.42
CHEMBL4749824,Cn1ccc2c(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)cccc21,Ki,7.42
CHEMBL1199932,O=c1[nH]c2ccccc2n1C1CCN(Cc2csc3ccccc23)CC1,Ki,7.42
CHEMBL1928132,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(COCCOCCOCCOCCOCCOCCOCCOCCOCc3ccc(C(=O)NCCCCN4CCN(c5ccccc5OC)CC4)cc3)cc2)CC1,Ki,7.42
CHEMBL3698011,CN1CCN(CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc5c4OCO5)CC3)CC2)CC1,Ki,7.42
CHEMBL2326485,Nc1nc2cc3c(cc2s1)CCN(Cc1ccncc1)CC3,Ki,7.42
CHEMBL1644980,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccccc2)c2ccccc2)CC1,Ki,7.42
CHEMBL4859410,COc1ccc(Cl)cc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2,Ki,7.42
CHEMBL3676865,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCC1,Ki,7.42
CHEMBL162762,C#CC1=CCC(N(CCC)CCC)CC1,Ki,7.42
CHEMBL1771113,COc1ccccc1N1CCN(CCCCN2CCc3cc(C#N)ccc3C2=O)CC1,Ki,7.42
CHEMBL5187317,COc1ccccc1N1CCN(CCCCCNc2nc(N)nc(N)n2)CC1,Ki,7.42
CHEMBL309623,O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccccc3)CC2)CC1)C1CCCCC1,Ki,7.42
CHEMBL1744037,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,Ki,7.42
CHEMBL394110,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccccc2)CC1,Ki,7.42
CHEMBL245570,CN1CCc2ccccc2Cc2[nH]c3ccc(O)cc3c2CC1,Ki,7.42
CHEMBL3676873,CC(C)(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,Ki,7.42
CHEMBL3676932,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(Cl)cc1Cl,Ki,7.42
CHEMBL1180495,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2cc(I)c(OC)c(OC)c2)CC1,Ki,7.42
CHEMBL5426620,CN(C)C(=O)N1CCC(O)(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Ki,7.42
CHEMBL89971,Cc1c(-c2ccccc2Cl)nc(O)n1C1CCN(Cc2ccccc2)CC1,Ki,7.42
CHEMBL5433509,COc1ccccc1N1CCN(CCCNC(=O)NCc2cc(F)ccc2-c2ccccc2)CC1,Ki,7.42
CHEMBL99849,CS(=O)(=O)Nc1cccc(OCCNCc2ccccc2)c1,Ki,7.42
CHEMBL4871669,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCN(CC)C2)c1O,Ki,7.42
CHEMBL111054,COC(=O)c1ccc(/C=C/c2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,Ki,7.42
CHEMBL611991,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1cccc(F)c1,Ki,7.42
CHEMBL1180370,Cc1ccc(CN2CCC(C3CCc4ccccc4C3=O)CC2)cc1,Ki,7.43
CHEMBL2413153,Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3OCCF)CC2)c1=O,Ki,7.43
CHEMBL3526391,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,Ki,7.43
CHEMBL5439853,COc1ccc(CNC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,Ki,7.43
CHEMBL125916,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,Ki,7.43
CHEMBL4084690,O=C1CCc2ccc(OCCCCN3CCCN(c4ccc(O)c5oc(=O)ccc45)CC3)cc2N1,Ki,7.43
CHEMBL4104216,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc2ccccc12,Ki,7.43
CHEMBL204098,CN1CCc2ccccc2Cc2cc(N)c(O)cc2CC1,Ki,7.43
CHEMBL3676848,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCOCC1,Ki,7.43
CHEMBL1259172,NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1,Ki,7.43
CHEMBL382010,CN1CCc2ccccc2Cc2cc(O)ccc2CC1,Ki,7.43
CHEMBL3676884,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C(F)(F)F,Ki,7.43
CHEMBL126746,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(-c3ccccc3)cc2)CC1,Ki,7.43
CHEMBL3745853,O=S(=O)(c1ccc(F)cc1)N(CC1CC1)C1CCN(CCOc2ccccc2-c2ccccc2)CC1,Ki,7.43
CHEMBL3676871,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCCOC1,Ki,7.43
CHEMBL4242170,O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCN(c2cccc3[nH]ccc23)CC1,Ki,7.43
CHEMBL3335472,N#Cc1cc(N2CCN(CC[C@H]3CC[C@H](NS(N)(=O)=O)CC3)CC2)cc(C(F)(F)F)c1,Ki,7.43
CHEMBL550222,CSc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1,Ki,7.43
CHEMBL233849,COc1ccc(Br)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,Ki,7.43
CHEMBL4163265,Fc1ccccc1N1CCN(CCCNc2cncc(Cl)n2)CC1,Ki,7.43
CHEMBL4096866,O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3)CC2)CC1,Ki,7.43
CHEMBL129429,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(C(F)(F)F)cc2)CC1,Ki,7.43
CHEMBL310401,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3)CC2)CC1)C1CCCCC1,Ki,7.43
CHEMBL2207638,COc1ccccc1N1CCN(Cc2cc(CN3CCCCC3)c3cccccc2-3)CC1,Ki,7.43
CHEMBL3104524,O=C1c2cc([N+](=O)[O-])ccc2CCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,Ki,7.43
CHEMBL4204059,CCCCc1cc(-c2ccoc2)nc(N2CCN(C)CC2)n1,Ki,7.43
CHEMBL3289947,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(F)c(Cl)c1,Ki,7.43
CHEMBL4059581,CCCN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCOCCCCc2ccccc2)C1,Ki,7.43
CHEMBL139089,O=C1CC2(CCCC2)CC(=O)N1CCCCN[C@@H]1CCc2c(F)cccc2C1,Ki,7.43
CHEMBL210717,Fc1ccccc1N1CCN(Cc2cnn(-c3ccccc3)c2)CC1,Ki,7.43
CHEMBL228494,O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cc(Cl)ccc1F,Ki,7.43
CHEMBL1940412,Fc1ccc(OCCCN2CCN(c3ccccc3)CC2)cc1,Ki,7.43
CHEMBL68740,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2[nH]1,Ki,7.43
CHEMBL566155,O=C1Cc2c(ccc3c2OC[C@H](CNCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1,Ki,7.44
CHEMBL3676886,Cc1cc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4coc5ccccc45)CC3)CC2)on1,Ki,7.44
CHEMBL4063282,COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3nccc3c2)CC1,Ki,7.44
CHEMBL3290009,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,Ki,7.44
CHEMBL476394,O=C1c2ccccc2CCCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,Ki,7.44
CHEMBL5394229,COc1ccccc1N1CCN(CCCNC(=O)Nc2ccccc2-c2ccc(-c3ccccc3)cc2)CC1,Ki,7.44
CHEMBL429076,COc1ccc(Br)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,Ki,7.44
CHEMBL1803053,CCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,Ki,7.44
CHEMBL4082456,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Ki,7.44
CHEMBL212936,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3I)c3ccc(Cl)cc32)CC1,Ki,7.44
CHEMBL3590081,CCCN(CCCCNC(=O)/N=N/c1ccc(F)cc1)C1Cc2ccccc2C1,Ki,7.44
CHEMBL3985152,COCOc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1,Ki,7.44
CHEMBL5089655,N#CC(CCNCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,Ki,7.44
CHEMBL2159486,CSc1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)C1,Ki,7.44
CHEMBL3139450,Oc1ccc2c(c1)O[C@@H](CNCc1ccc(I)cc1)CC2,Ki,7.45
CHEMBL1258199,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c21,Ki,7.45
CHEMBL180060,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)cc1,Ki,7.45
CHEMBL1739802,CN(C)c1ccc(C(=O)NC/C=C/CN2CCN(c3ccccc3OCCF)CC2)cc1,Ki,7.45
CHEMBL399164,CCCN(CCN1CCN(c2ccccc2OC)CC1)C1CCc2c(O)cccc2C1,Ki,7.45
CHEMBL197943,CC1Oc2c(N3CCN(CCCc4c[nH]c5ccccc45)CC3)cccc2N(C)C1=O,Ki,7.45
CHEMBL3084503,O[C@]1(c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H](C1)N2Cc1c[nH]c2ccccc12,Ki,7.45
CHEMBL514382,O=C1c2ccccc2CCN1CCCCN1CCN(c2ccccc2Cl)CC1,Ki,7.45
CHEMBL3265318,C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCSC2CC(=O)N(CCCCCC(=O)NCCOCCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCCNC(=O)CN3CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)[C@@H](C)O)[C@@H](C)O)C2=O)cc(OC)c1OC,Ki,7.45
quinpirole,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,Ki,7.46
CHEMBL3676913,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-n2cccc2)cc1,Ki,7.46
CHEMBL140968,COc1ccccc1N1CCN(CCCCCNC(=O)c2cc3ccccn3n2)CC1,Ki,7.46
CHEMBL3647684,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Ki,7.46
CHEMBL221843,COc1ccccc1N1CCN(CCCCNC(=O)c2nnn(Cc3ccccc3)c2C)CC1,Ki,7.46
CHEMBL310867,CCCN(CCC)[C@H]1CCc2nn3ccccc3c2C1,Ki,7.46
CHEMBL1259113,CN1CCN(C2Cc3ccccc3Sc3ccc(CN)cc32)CC1,Ki,7.46
U92016A,CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,Ki,7.46
CHEMBL104160,CC1CC(C)(C)N(C(=O)CN2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,Ki,7.46
CHEMBL1184212,COc1ccccc1N1CCN(CCCCNC(=O)Cc2ccc3ccccc3c2)CC1,Ki,7.46
CHEMBL3747003,CN(C1CCN(CCOc2ccccc2-c2ccccc2)CC1)S(=O)(=O)c1cnn(C)c1,Ki,7.46
CHEMBL1688990,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(N(C)C)cc2)CC1,Ki,7.46
CHEMBL182652,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(I)s2)CC1,Ki,7.46
CHEMBL4763106,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1,Ki,7.46
CHEMBL4085282,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCOCCCCc2ccccc2)C1,Ki,7.46
CHEMBL1803024,COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,Ki,7.46
CHEMBL592377,Oc1cccc(C2CCN(Cc3ccccc3)CC2)c1,Ki,7.46
CHEMBL4475042,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccc(Cl)cc2Cl)CC1,Ki,7.46
CHEMBL4087217,CCCN1CCN(c2ccc(O)c3c2OCC(=O)N3)CC1,Ki,7.46
CHEMBL3344467,COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCl)cc3CN1CC2,Ki,7.46
CHEMBL605405,Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1,Ki,7.46
CHEMBL4585384,COc1ccc(N(Cc2cccc(F)c2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,Ki,7.46
CHEMBL4645308,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCCCN1CCN(c2ccccc2Cl)CC1,Ki,7.46
CHEMBL198599,Cc1cc(CCN2CCN(c3noc4ccccc34)CC2)c2c(c1)C(C)CC(=O)N2,Ki,7.46
CHEMBL78933,CCc1c(C2CCN(Cc3ccccc3)CC2)n[nH]c1-c1ccc(Cl)cc1,Ki,7.46
CHEMBL426863,O=C(NCCCCN1CCN(c2cccc(F)c2F)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,Ki,7.46
CHEMBL3676892,CC[C@H](O)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,Ki,7.47
CHEMBL301559,CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,Ki,7.47
CHEMBL2326480,COc1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1,Ki,7.47
CHEMBL2207641,COc1ccccc1N1CCN(Cc2cc(CN3CCN(c4ccccc4OC)CC3)c3cccccc2-3)CC1,Ki,7.47
CHEMBL5425434,COc1cccc2cc(CNCCCCOc3ccc4c(c3)NC(=O)CC4)oc12,Ki,7.47
CHEMBL1258312,c1ccc2c(N3CCN(CCCOc4ccc5c(c4)CNC5)CC3)cccc2c1,Ki,7.47
CHEMBL3590077,COc1ccccc1N1CCN(CCCCNC(=O)/N=N/c2ccc(F)cc2)CC1,Ki,7.47
CHEMBL162762,C#CC1=CCC(N(CCC)CCC)CC1,Ki,7.47
CHEMBL3676870,O=C(CC1CC1)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,Ki,7.47
CHEMBL2207489,CCCN1CCC(c2noc3cc(F)ccc23)CC1,Ki,7.47
CHEMBL3676921,O=C(CC1COC1)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,Ki,7.47
CHEMBL3597650,COc1ccccc1N1CCN(CCCCNC(=O)c2cnc3ccc(F)cc3c2)CC1,Ki,7.47
CHEMBL575788,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2nc(-c3ccccc3)ncc21,Ki,7.47
CHEMBL309459,O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)cc3)CC2)CC1)c1cccs1,Ki,7.47
CHEMBL4439644,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccc(Br)cc2)CC1,Ki,7.47
CHEMBL4874914,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,Ki,7.47
dopamine,NCCc1ccc(O)c(O)c1,Ki,7.47
CHEMBL3758368,COc1ccccc1N1CCN(CCCCCOc2ccc3ccccc3c2)CC1,Ki,7.47
BP 897,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,Ki,7.47
CHEMBL290446,CCCN(CCC)[C@@H]1CCc2cccc(OC)c2[C@@H]1C,Ki,7.47
CHEMBL1258760,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,Ki,7.47
CHEMBL3139065,O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1cc2cc(O)ccc2[nH]1,Ki,7.47
CHEMBL3287390,Clc1cccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c1Cl,Ki,7.47
CHEMBL3139554,Oc1ccc2c(c1)O[C@@H](CNCc1cccc(I)c1)CC2,Ki,7.47
CHEMBL234669,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3)CC2)CC1,Ki,7.47
CHEMBL344677,COc1ccccc1N1CCN(CCCCNC(=O)c2cccc3ccnn23)CC1,Ki,7.47
CHEMBL3344465,COc1cc2c(cc1O)[C@@H]1Cc3sc(CC4CCC4)cc3CN1CC2,Ki,7.47
CHEMBL252201,O=C(CCc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,Ki,7.48
CHEMBL257098,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccccc3Cl)CC2)CC1,Ki,7.48
CHEMBL5425434,COc1cccc2cc(CNCCCCOc3ccc4c(c3)NC(=O)CC4)oc12,Ki,7.48
CHEMBL2207643,COc1ccccc1N1CCN(Cc2ccc3cccccc2-3)CC1,Ki,7.48
CHEMBL1946123,OC1(c2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2CCCCc1ccc(F)cc1,Ki,7.48
CHEMBL492691,CSc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,Ki,7.48
CHEMBL2298821,COc1ccc(N2CCN(CCCc3ccc4[nH]c(=S)[nH]c4c3)CC2)cc1,Ki,7.48
CHEMBL2397479,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,Ki,7.48
CHEMBL3321788,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCCc1ccc(F)cc1,Ki,7.48
CHEMBL4846472,COc1ccc(Cl)cc1C1CC1CNCCCOc1ccc2ccc(=O)[nH]c2c1,Ki,7.48
CHEMBL3289997,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(OC(F)(F)F)cc1,Ki,7.48
CHEMBL157293,C#CCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,Ki,7.48
CHEMBL3084502,O[C@@]1(c2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2Cc1c[nH]c2ccccc12,Ki,7.48
CHEMBL3085824,CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Ki,7.48
CHEMBL2336892,c1ccc(N2CCN(Cc3cnn(-c4cc5ccc4CCc4ccc(cc4)CC5)c3)CC2)cc1,Ki,7.48
CHEMBL4061986,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2cccnc12,Ki,7.48
CHEMBL4635603,c1ccc2oc(SCCCCCCN3CCN(c4nsc5ccccc45)CC3)nc2c1,Ki,7.48
