SMILES,Standardized_SMILES,LogS
OC(=O)c1cccc2ccccc12,O=C(O)c1cccc2ccccc12,-3.3015
OC(=O)c1cscc1,O=C(O)c1ccsc1,-1.4743
OC(=O)c1occc1,O=C(O)c1ccco1,-0.4802
OC(=O)c1ccccc1I,O=C(O)c1ccccc1I,-2.7308
OC(=O)c1ccc2ccccc2c1,O=C(O)c1ccc2ccccc2c1,-3.5639
Cc1cccc(c1)C(O)=O,Cc1cccc(C(=O)O)c1,-2.1428
COc1ccc(cc1)C(O)=O,COc1ccc(C(=O)O)cc1,-2.458
Cc1ccccc1C(O)=O,Cc1ccccc1C(=O)O,-2.0621
OC(=O)c1cccc(F)c1,O=C(O)c1cccc(F)c1,-1.9704
OC(=O)c1ccc(F)cc1,O=C(O)c1ccc(F)cc1,-2.0673
OC(=O)c1cccc(Cl)c1,O=C(O)c1cccc(Cl)c1,-2.5415
CC(C)c1ccc(cc1)C(O)=O,CC(C)c1ccc(C(=O)O)cc1,-3.0364
OC(=O)c1cccc(Br)c1,O=C(O)c1cccc(Br)c1,-2.699
OC(=O)c1ccc(Br)cc1,O=C(O)c1ccc(Br)cc1,-3.5251
OC(=O)c1cccc(I)c1,O=C(O)c1cccc(I)c1,-3.2706
OC(=O)c1ccc(I)cc1,O=C(O)c1ccc(I)cc1,-3.9631
CC(C)(C)CO,CC(C)(C)CO,-0.4012
CCC(C)O,CCC(C)O,0.3877
OC(c1ccccc1)c2ccccc2,OC(c1ccccc1)c1ccccc1,-2.5494
OCc1ccccc1,OCc1ccccc1,-0.4319
OC1CCCCC1,OC1CCCCC1,-0.3774
CCCCCCCO,CCCCCCCO,-1.8425
OCCCc1ccccc1,OCCCc1ccccc1,-1.3798
CCCCCCC(C)O,CCCCCCC(C)O,-2.0655
CCCCCC(C)O,CCCCCC(C)O,-1.5507
CCC(O)CC,CCC(O)CC,-0.2334
Cc1ccc(CO)cc1,Cc1ccc(CO)cc1,-1.1999
CCCC(O)CCC,CCCC(O)CCC,-1.3931
CCCCC(O)CC,CCCCC(O)CC,-1.4631
CC1CCC(O)CC1,CC1CCC(O)CC1,-0.8815
CCCC(O)CC,CCCC(O)CC,-0.8025
CCCCC(C)O,CCCCC(C)O,-0.8726
OCc1c(Cl)cccc1Cl,OCc1c(Cl)cccc1Cl,-2.1019
CBr,CBr,-0.7956
CCBr,CCBr,-1.086
CCI,CCI,-1.6009
ICI,ICI,-2.3345
CC(C)Cl,CC(C)Cl,-1.4037
CC(Cl)Cl,CC(Cl)Cl,-1.2913
FC(Cl)Cl,FC(Cl)Cl,-0.7383
FC(F)F,FC(F)F,-1.2334
FC(Cl)(Cl)Cl,FC(Cl)(Cl)Cl,-2.0965
ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl,-2.6248
FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,-3.0423
ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,-1.7536
BrC1CCCCC1,BrC1CCCCC1,-2.2943
CCCCCBr,CCCCCBr,-3.0753
CCCCCCBr,CCCCCCBr,-3.8078
ClCCCCl,ClCCCCl,-1.6137
CCCCCCCBr,CCCCCCCBr,-4.431
CCCCCCCCl,CCCCCCCCl,-3.9957
CCCCCCCI,CCCCCCCI,-4.8102
O=Cc1occc1,O=Cc1ccco1,-0.0962
O=Cc1ccc2OCOc2c1,O=Cc1ccc2c(c1)OCO2,-1.6324
[O-][N+](=O)c1ccccc1C=O,O=Cc1ccccc1[N+](=O)[O-],-1.8138
[O-][N+](=O)c1ccc(C=O)cc1,O=Cc1ccc([N+](=O)[O-])cc1,-1.8101
CCOC(=O)C(C)=C,C=C(C)C(=O)OCC,-1.3251
CC(C)COC(=O)C(C)=C,C=C(C)C(=O)OCC(C)C,-2.039
CCOC(=O)NC,CCOC(=O)NC,0.8255
CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,-0.96
CCCCOC(=O)c1ccccc1,CCCCOC(=O)c1ccccc1,-3.4801
CC(=O)OCc1ccccc1,CC(=O)OCc1ccccc1,-1.6853
CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,-0.073
CCC(=O)OC,CCC(=O)OC,-0.1498
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.8773
CC(=O)OCCBr,CC(=O)OCCBr,-0.6737
CCC(=O)CC,CCC(=O)CC,-0.253
CC(C)CCC(C)=O,CC(=O)CCC(C)C,-1.3252
CC(C)C(C)=O,CC(=O)C(C)C,-0.1513
CCCCCCCCC(C)=O,CCCCCCCCC(C)=O,-3.3085
CC(C)(O)C(Cl)(Cl)Cl,CC(C)(O)C(Cl)(Cl)Cl,-1.346
OCC(Cl)(Cl)Cl,OCC(Cl)(Cl)Cl,-0.2537
N#Cc1ccccc1,N#Cc1ccccc1,-1.7123
CCC#N,CCC#N,0.2718
C=CC#N,C=CC#N,0.1474
CCCC#N,CCCC#N,-0.321
Clc1cccc(Cl)c1C#N,N#Cc1c(Cl)cccc1Cl,-3.9803
CCCCCCC=C,C=CCCCCCC,-4.4373
CCCCCCCC=C,C=CCCCCCCC,-5.052
C1C=CC=CC=C1,C1=CC=CCC=C1,-2.1721
C\C=C/C,C/C=C\C,-1.9302
C=CCC=C,C=CCC=C,-2.0866
CCCCC=C,C=CCCCC,-3.2261
C=CCCC=C,C=CCCC=C,-2.6867
CCCCCC=C,C=CCCCCC,-3.732
C1C=CCC=C1,C1=CCC=CC1,-2.0587
Cc1c[nH]c2ccccc12,Cc1c[nH]c2ccccc12,-2.4206
[nH]1nc2ccccc2n1,c1ccc2n[nH]nc2c1,-0.7794
s1ccc2ccccc12,c1ccc2sccc2c1,-3.0138
[nH]1cccc1,c1cc[nH]c1,-0.1734
[nH]1ncc2ccccc12,c1ccc2[nH]ncc2c1,-2.1554
o1cnc2ccccc12,c1ccc2ocnc2c1,-1.1548
C1Cc2ccccc2C1,c1ccc2c(c1)CCC2,-3.0351
Cc1occc1,Cc1ccco1,-1.4372
COCc1oc(cc1)[N+]([O-])=O,COCc1ccc([N+](=O)[O-])o1,-1.1548
Cc1[nH]c2ccccc2n1,Cc1nc2ccccc2[nH]1,-1.9598
CSc1sc2ccccc2n1,CSc1nc2ccccc2s1,-3.1614
Cc1cscc1,Cc1ccsc1,-2.3899
CCc1sccc1,CCc1cccs1,-2.5846
S=C1NCCN1,S=C1NCCN1,-0.7083
FC(F)=C,C=C(F)F,-0.7061
ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.1805
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.9111
BrCC=C,C=CCBr,-1.4995
BrCCC=C,C=CCCBr,-2.2473
Cc1cccc2ccccc12,Cc1cccc2ccccc12,-3.7413
Clc1cccc2ccccc12,Clc1cccc2ccccc12,-3.9706
Cc1ccc2ccccc2c1,Cc1ccc2ccccc2c1,-3.762
Clc1ccc2ccccc2c1,Clc1ccc2ccccc2c1,-4.143
Nc1cccc2ccccc12,Nc1cccc2ccccc12,-1.9255
Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,-2.2809
S=C=Nc1cccc2ccccc12,S=C=Nc1cccc2ccccc12,-4.6022
Cc1ccc(C)c2ccccc12,Cc1ccc(C)c2ccccc12,-4.1369
Cc1cc(C)c2ccccc2c1,Cc1cc(C)c2ccccc2c1,-4.2907
Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,-4.8927
Cc1ccc2cc(C)c(C)cc2c1,Cc1ccc2cc(C)c(C)cc2c1,-5.0007
CCc1ccc2ccccc2c1,CCc1ccc2ccccc2c1,-4.2901
CCc1cccc2ccccc12,CCc1cccc2ccccc12,-4.1644
OCc1cccc2ccccc12,OCc1cccc2ccccc12,-1.7444
O1c2ccccc2Oc3ccccc13,c1ccc2c(c1)Oc1ccccc1O2,-5.3106
Clc1cccc2Oc3ccccc3Oc12,Clc1cccc2c1Oc1ccccc1O2,-5.7196
Clc1ccc2Oc3ccccc3Oc2c1,Clc1ccc2c(c1)Oc1ccccc1O2,-5.8359
Cc1ccccc1[N+]([O-])=O,Cc1ccccc1[N+](=O)[O-],-2.3243
COc1ccccc1[N+]([O-])=O,COc1ccccc1[N+](=O)[O-],-1.9572
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.8846
[O-][N+](=O)c1cccc(c1)[N+]([O-])=O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.4989
COc1ccc(cc1)[N+]([O-])=O,COc1ccc([N+](=O)[O-])cc1,-2.4142
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-3.3867
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.2423
[O-][N+](=O)c1ccccc1[N+]([O-])=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1017
COc1cccc(c1)[N+]([O-])=O,COc1cccc([N+](=O)[O-])c1,-2.4861
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0003
Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,-3.2604
CCOC(N)=O,CCOC(N)=O,0.7314
NC(=O)C=C,C=CC(N)=O,0.9544
CCCC(N)=O,CCCC(N)=O,0.2721
OC(CO[N+]([O-])=O)CO[N+]([O-])=O,O=[N+]([O-])OCC(O)CO[N+](=O)[O-],-0.366
CCCC[N+]([O-])=O,CCCC[N+](=O)[O-],-1.3506
CCCCC[N+]([O-])=O,CCCCC[N+](=O)[O-],-1.9548
[O-][N+](=O)OCCO[N+]([O-])=O,O=[N+]([O-])OCCO[N+](=O)[O-],-1.3495
CCCC#C,C#CCCC,-1.6374
CCOCC,CCOCC,-0.0889
CCCOCCC,CCCOCCC,-1.3192
CCCCCCOCCO,CCCCCCOCCO,-1.1694
CCCCOCCOCCCC,CCCCOCCOCCCC,-1.9402
C1CCOCC1,C1CCOCC1,-0.031
CCCCOCCCC,CCCCOCCCC,-2.6376
FC(F)OC(F)(F)C(F)Cl,FC(F)OC(F)(F)C(F)Cl,-1.5162
FC(F)OC(Cl)C(F)(F)F,FC(F)OC(Cl)C(F)(F)F,-1.6157
CCN(CC)N=O,CCN(CC)N=O,0.0161
O=NN(c1ccccc1)c2ccccc2,O=NN(c1ccccc1)c1ccccc1,-3.7531
Oc1c(ccc2ccccc12)N=O,O=Nc1ccc2ccccc2c1O,-2.5395
CC(C)N(N=O)C(C)C,CC(C)N(N=O)C(C)C,-1.0006
CCCN(CCC)N=O,CCCN(CCC)N=O,-1.0006
CCCCN(CCCC)N=O,CCCCN(CCCC)N=O,-2.0955
CCCCN(CC)N=O,CCCCN(CC)N=O,-1.0354
CCCCN(C)N=O,CCCCN(C)N=O,-0.6996
CCN(C)N=O,CCN(C)N=O,0.5321
Brc1ccc(cc1)c2ccccc2,Brc1ccc(-c2ccccc2)cc1,-5.5526
Cc1ccc(cc1)c2ccccc2,Cc1ccc(-c2ccccc2)cc1,-4.6185
Clc1cccc(c1)c2cccc(Cl)c2,Clc1cccc(-c2cccc(Cl)c2)c1,-5.7983
Clc1ccc(cc1)c2ccc(Cl)cc2,Clc1ccc(-c2ccc(Cl)cc2)cc1,-6.5561
Clc1ccccc1c2ccccc2,Clc1ccccc1-c1ccccc1,-4.5917
Clc1ccc(cc1Cl)c2ccccc2,Clc1ccc(-c2ccccc2)cc1Cl,-6.3899
Clc1ccccc1c2ccccc2Cl,Clc1ccccc1-c1ccccc1Cl,-5.0813
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.3898
Clc1cccc(c2ccccc2)c1Cl,Clc1cccc(-c2ccccc2)c1Cl,-5.3498
Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.9107
Clc1cccc(c1)c2ccccc2Cl,Clc1cccc(-c2ccccc2Cl)c1,-5.5851
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.3867
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,-6.8995
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-6.8526
Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,-7.7699
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,-6.8754
Clc1ccc(c(Cl)c1)c2ccccc2,Clc1ccc(-c2ccccc2)c(Cl)c1,-5.2878
Clc1ccc(Cl)c(c1)c2ccccc2,Clc1ccc(Cl)c(-c2ccccc2)c1,-5.2993
Clc1ccc(cc1)c2ccccc2Cl,Clc1ccc(-c2ccccc2Cl)cc1,-5.2803
Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-8.3813
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,-7.7563
Clc1ccc(c(Cl)c1)c2ccccc2Cl,Clc1ccc(-c2ccccc2Cl)c(Cl)c1,-6.4902
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,-7.3263
Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,-7.1895
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-7.9503
Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,-7.6499
Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,-7.9032
Clc1ccccc1c2c(Cl)cccc2Cl,Clc1ccccc1-c1c(Cl)cccc1Cl,-5.9003
Clc1ccc(cc1)c2c(Cl)cccc2Cl,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.2095
Clc1cccc(c1Cl)c2ccccc2Cl,Clc1ccccc1-c1cccc(Cl)c1Cl,-5.944
Clc1cccc(c1)c2cc(Cl)ccc2Cl,Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-6.0077
Clc1ccc(cc1Cl)c2ccccc2Cl,Clc1ccc(-c2ccccc2Cl)cc1Cl,-6.287000000000001
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,-6.5541
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.2722
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.4654
Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,Clc1ccccc1-c1ccc(Cl)c(Cl)c1Cl,-6.8299
Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,-7.8201
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,-7.8218
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-8.4206
NC(=O)c1ccccc1,NC(=O)c1ccccc1,-0.953
CC1=CC(=O)c2ccccc2C1=O,CC1=CC(=O)c2ccccc2C1=O,-3.0319
ClCc1ccccc1,ClCc1ccccc1,-2.3822
CSc1ccccc1,CSc1ccccc1,-2.39
O=CNc1ccccc1,O=CNc1ccccc1,-0.6785
S=C=Nc1ccccc1,S=C=Nc1ccccc1,-3.1772
CC(=O)Nc1ccccc1Cl,CC(=O)Nc1ccccc1Cl,-1.4001
CC(=O)Nc1cccc(C)c1,CC(=O)Nc1cccc(C)c1,-2.091
CC(=O)Nc1ccccc1[N+]([O-])=O,CC(=O)Nc1ccccc1[N+](=O)[O-],-1.9093
S=C=NCc1ccccc1,S=C=NCc1ccccc1,-3.1364
Oc1ccc2CCCCc2c1,Oc1ccc2c(c1)CCCC2,-1.9948
NC(=O)c1c(Cl)cccc1Cl,NC(=O)c1c(Cl)cccc1Cl,-1.8427
Cc1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1,Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,-4.6613
CCNCNC(=O)c1ccccc1,CCNCNC(=O)c1ccccc1,-0.0749
CNCC(C)c1ccccc1,CNCC(C)c1ccccc1,-1.0947
O=NN1CCCCC1,O=NN1CCCCC1,-0.1738
c1ccc(cc1)N=Nc2ccccc2,c1ccc(N=Nc2ccccc2)cc1,-4.4544
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,-2.2267
CN(C)CCCN1c2ccccc2CCc3ccccc13,CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.187
CO[P](=O)(OC)OC,COP(=O)(OC)OC,0.5526
CC(C)O[P](C)(=O)OC(C)C,CC(C)OP(C)(=O)OC(C)C,-0.0516
NC(=O)NCc1ccccc1,NC(=O)NCc1ccccc1,-0.9462
N[S](=O)(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,-1.5630000000000002
Cc1cccc(c1)[S](N)(=O)=O,Cc1cccc(S(N)(=O)=O)c1,-1.3409
ClCCN(CCCl)[P]1(=O)NCCCO1,O=P1(N(CCCl)CCCl)NCCCO1,-0.8147
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.8092
CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.5695
CNC(=O)CS[P](=S)(OC)OC,CNC(=O)CSP(=S)(OC)OC,-0.9624
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9004
OC(=O)COc1ccc(Cl)cc1Cl,O=C(O)COc1ccc(Cl)cc1Cl,-2.5139
CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,-6.1094
CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.3804
CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,-1.6101
CC(CCl)OC(C)CCl,CC(CCl)OC(C)CCl,-2.0027
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.6657
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-2.8271
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.3637
CC(C)OC(=O)Nc1ccccc1,CC(C)OC(=O)Nc1ccccc1,-3.0005
CCO[P](=S)(OCC)SCSCC,CCOP(=S)(OCC)SCSCC,-3.7166
CCO[P](=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,-4.2262
CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.5072
CO[P](=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,-4.7982
CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,-3.1639
CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.2797
CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,-2.0594
CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.7524
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.7443
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.5213
CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,-3.4624
CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,-3.8717
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.7584
CCCCOC(N)=O,CCCCOC(N)=O,-0.6571
COC(N)=O,COC(N)=O,0.964
CCCOC(N)=O,CCCOC(N)=O,-0.1302
CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2.9864
CO[P](=S)(OC)SCSc1ccc(Cl)cc1,COP(=S)(OC)SCSc1ccc(Cl)cc1,-5.2939
CNC(=O)Oc1cccc(C)c1,CNC(=O)Oc1cccc(C)c1,-1.803
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,-5.6466
CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,-5.0169
CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.0864
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.4365
CCSC(=O)N1CCCCCC1,CCSC(=O)N1CCCCCC1,-2.2858
CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,-4.4503
CNC(=O)Oc1cc(C)cc(c1)C(C)C,CNC(=O)Oc1cc(C)cc(C(C)C)c1,-3.3575
CNC(=O)Oc1ccccc1C(C)C,CNC(=O)Oc1ccccc1C(C)C,-2.6841
CO[P](=S)(OC)Oc1ccc(cc1)C#N,COP(=S)(OC)Oc1ccc(C#N)cc1,-3.7232
CNC(=O)Oc1cc(C)cc(C)c1,CNC(=O)Oc1cc(C)cc(C)c1,-2.5813
CON(C)C(=O)Nc1ccc(Br)cc1,CON(C)C(=O)Nc1ccc(Br)cc1,-2.895
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.2375
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.8971
CO[P]1(=S)OCc2ccccc2O1,COP1(=S)OCc2ccccc2O1,-3.5714
CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-5.9521
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-4.0218
CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,-3.3865
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,-5.7037
CCO[P](=S)(OCC)SCSC(C)(C)C,CCOP(=S)(OCC)SCSC(C)(C)C,-4.755
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.9236
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.4826
CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,-3.3305
CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.6160000000000005
CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,-7.1379
CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-2.9648
CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.1504
CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.1939
CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,-2.8579
CCN(CC)C(=O)SCc1ccc(Cl)cc1,CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.9641
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,-7.2429
CCCN,CCCN,1.2283
CC=O,CC=O,1.3561
CN(C)N=O,CN(C)N=O,1.1303
[O-][n+]1ccccc1,[O-][n+]1ccccc1,1.0218
CSSC,CSSC,-1.4969
Cc1cccnc1C,Cc1cccnc1C,0.0938
Cc1ccnc(C)c1,Cc1ccnc(C)c1,0.4471
Cc1ccc(C)nc1,Cc1ccc(C)nc1,-0.03
Cc1ccncc1C,Cc1ccncc1C,-0.314
Cc1cncc(C)c1,Cc1cncc(C)c1,-0.5115
C=Cc1ccccn1,C=Cc1ccccn1,-0.5824
C=Cc1ccncc1,C=Cc1ccncc1,-0.5579
c1ccc(nc1)c2ccccn2,c1ccc(-c2ccccn2)nc1,-1.4206
