Unnamed: 0,SMILES,LogS,Standardized_SMILES
9214,O=C(O)CSC(CC(=O)O)C1=CC=CC=C1,-1.55,O=C(O)CSC(CC(=O)O)c1ccccc1
9215,COC1=CC(C(=O)C=CC2=CC=CC=C2)=C(O)C=C1,-6.0,COc1ccc(O)c(C(=O)C=Cc2ccccc2)c1
9216,COC(=O)C1=CC(Br)=C(O)C=C1,-3.17,COC(=O)c1ccc(O)c(Br)c1
9217,CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,-3.12,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
9218,O=C(O)C1=C(C(=O)OCCOC(=O)C2=C(C(=O)O)C=CC=C2)C=CC=C1,-2.83,O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O
9219,COc1cc(c2COC(=O)c2c1OC)[N+]([O-])=O,-3.21,COc1cc([N+](=O)[O-])c2c(c1OC)C(=O)OC2
9220,CC(=O)CC(C)=NC1=CC=C(O)C=C1,-3.59,CC(=O)CC(C)=Nc1ccc(O)cc1
9221,CCC1(CC)C(=O)N(C2=CC=CC=C2)N=C1OC(C)=O,-3.54,CCC1(CC)C(=O)N(c2ccccc2)N=C1OC(C)=O
9222,COC(=O)C1=CC(O)=C(OC)C(O)=C1,-1.6,COC(=O)c1cc(O)c(OC)c(O)c1
9223,NC1=CC=C2C(O)=CC=CC2=C1S(=O)(=O)O,-2.06,Nc1ccc2c(O)cccc2c1S(=O)(=O)O
9224,NC1=CC2=C(S(=O)(=O)O)C=CC=C2C=C1,-2.54,Nc1ccc2cccc(S(=O)(=O)O)c2c1
9225,CC(=O)NC(CC1=CC=C(O)C=C1)C(=O)O,0.01,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O
9226,NCC(=O)NC(CC1=CC=C(O)C=C1)C(=O)O,-0.73,NCC(=O)NC(Cc1ccc(O)cc1)C(=O)O
9227,CC(=O)CC(C)=NC1=C(O)C=CC=C1,-3.55,CC(=O)CC(C)=Nc1ccccc1O
9228,NC1=C(C=NC2=C(O)C=CC=C2)C=CC=C1,-3.64,Nc1ccccc1C=Nc1ccccc1O
9229,COS(=O)(=O)C1=CC=C(C(=O)O)C=C1,-3.05,COS(=O)(=O)c1ccc(C(=O)O)cc1
9230,NC1=C(C(=O)OCC=CC2=CC=CC=C2)C=CC=C1,-6.04,Nc1ccccc1C(=O)OCC=Cc1ccccc1
9231,NC(C(=O)NCC(=O)O)C1=CC=CC=C1,-1.41,NC(C(=O)NCC(=O)O)c1ccccc1
9232,CC(=O)CC(C)=NC1=CC=C(N=C(C)CC(C)=O)C=C1,-1.89,CC(=O)CC(C)=Nc1ccc(N=C(C)CC(C)=O)cc1
9233,O=C(O)CN(C(=S)SCC1=CC=CC=C1)C1=CC=CC=C1,-3.92,O=C(O)CN(C(=S)SCc1ccccc1)c1ccccc1
9234,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C(F)(F)F,-2.66,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(F)(F)F
9235,NC1=CC(=O)C(=O)C2=C1C=CC=C2,-3.84,NC1=CC(=O)C(=O)c2ccccc21
9236,CC(=O)NC1=CC2=C(C=C1)C1=C(C=CC=C1)C2,-4.24,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
9237,CC(=O)NC1=C(C=CC(=C1)Cl)[N+](=O)[O-],-0.99,CC(=O)Nc1cc(Cl)ccc1[N+](=O)[O-]
9238,N#CCCNC(CC1=CC=CC=C1)C(=O)O,-1.49,N#CCCNC(Cc1ccccc1)C(=O)O
9239,CCCN(CCC)S(=O)(=O)C1=CC=C(C(=O)O)C=C1,-4.02,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
9240,CCNC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O,-1.83,CCNC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
9241,CC1=CC=C(C(=O)N(O)C2=CC=C(Cl)C=C2)C=C1,-4.42,Cc1ccc(C(=O)N(O)c2ccc(Cl)cc2)cc1
9242,O=C(O)C1=CC=C(P(=O)(C2=CC=CC=C2)C2=CC=C(C(=O)O)C=C2)C=C1,-6.01,O=C(O)c1ccc(P(=O)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1
9243,NS(=O)(=O)C1=C(C2=NC3=C(C=CC=C3)C(=O)N2)C=CC=C1,-3.08,NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1
9244,CC(C)=NNC(=O)NC1C2=C(C=CC=C2)OC2=C1C=CC=C2,-4.17,CC(C)=NNC(=O)NC1c2ccccc2Oc2ccccc21
9245,NC1C(O)C(O)C(O)C(O)C1O,-1.41,NC1C(O)C(O)C(O)C(O)C1O
9246,O=C(O)C=CC(=O)NC1=CC=CC=C1,-2.72,O=C(O)C=CC(=O)Nc1ccccc1
9247,O=C(O)C1=CC=C(P(=O)(O)C2=CC=CC=C2)C=C1,-4.07,O=C(O)c1ccc(P(=O)(O)c2ccccc2)cc1
9248,CC(=O)NC1=CC=C(S(=O)(=O)NC2=NC(C)=CS2)C=C1,-4.15,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1
9249,NC1=CC=C(S(=O)(=O)NC2=NC3=C(C=N2)CCCC3)C=C1,-3.65,Nc1ccc(S(=O)(=O)Nc2ncc3c(n2)CCCC3)cc1
9250,CN1C(=O)C(CC2=CC=C(O)C=C2)N(CC(=O)O)C1=O,-0.05,CN1C(=O)C(Cc2ccc(O)cc2)N(CC(=O)O)C1=O
9251,CC(C)CC(N)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O,-1.58,CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
9252,CN(C)CCNC(=O)NC1CCCCC1,-0.66,CN(C)CCNC(=O)NC1CCCCC1
9253,CCN(CC)CC(C)OC(=O)C1=CC=C(N)C=C1,-2.35,CCN(CC)CC(C)OC(=O)c1ccc(N)cc1
9254,CCN(CC)C(C)COC(=O)C1=CC=C(N)C=C1,-2.38,CCN(CC)C(C)COC(=O)c1ccc(N)cc1
9255,CC(C)CC(NC(=O)C(N)CC1=CC=C(O)C=C1)C(=O)O,-2.07,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O
9256,CCCCNC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O,-1.63,CCCCNC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
9257,C1=COC(=C1)C(=O)C2=NO[N+](=C2C(=O)C3=CC=CO3)[O-],-3.85,O=C(c1ccco1)c1no[n+]([O-])c1C(=O)c1ccco1
9258,CC1C(=O)CCC2C(O)CCC(O)C12,-0.3,CC1C(=O)CCC2C(O)CCC(O)C12
9259,CC(C)(C)CC(C)(C)C1CC/C(=N/O)/C(=N\O)/C1,-6.41,CC(C)(C)CC(C)(C)C1CCC(=N/O)/C(=N\O)C1
9260,CNC(CC1=CC(O)=C(O)C=C1)C(=O)O,-1.02,CNC(Cc1ccc(O)c(O)c1)C(=O)O
9261,CC(=O)NC(CSC1=CC(Cl)=C(Cl)C=C1)C(=O)O,-2.89,CC(=O)NC(CSc1ccc(Cl)c(Cl)c1)C(=O)O
9262,C1=CC(=CC=C1NC(=O)NCCC(=O)O)[N+](=O)[O-],-2.7,O=C(O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1
9263,CC(=O)NC(CSC1=C(Cl)C=CC=C1Cl)C(=O)O,-2.31,CC(=O)NC(CSc1c(Cl)cccc1Cl)C(=O)O
9264,N#CCCN(CCC#N)C(CC1=CC=C(O)C=C1)C(=O)O,-1.68,N#CCCN(CCC#N)C(Cc1ccc(O)cc1)C(=O)O
9265,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC(=O)O)CCC12,-5.08,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC(=O)O)CCC12
9266,O=C(O)CN1C(=O)N(C2=CC=CC=C2)C(=O)C1CC1=CC=CC=C1,-2.91,O=C(O)CN1C(=O)N(c2ccccc2)C(=O)C1Cc1ccccc1
9267,CC1(C)C(=O)C(=O)C2CCC1C2,-1.52,CC1(C)C(=O)C(=O)C2CCC1C2
9268,CCOC(=O)C(O)C1=CC=CC=C1,-1.26,CCOC(=O)C(O)c1ccccc1
9269,CC12CCC(CC1=O)C2(C)C(=O)O,-1.78,CC12CCC(CC1=O)C2(C)C(=O)O
9270,CC12CCC(C(=NO)C1=NO)C2(C)C,-2.52,CC12CCC(C(=NO)C1=NO)C2(C)C
9271,CC(C(=O)O)S(=O)(=O)C1=CC=CC=C1,-0.89,CC(C(=O)O)S(=O)(=O)c1ccccc1
9272,CC(O)C(NC(=O)C1=CC=CC=C1)C(=O)O,-1.23,CC(O)C(NC(=O)c1ccccc1)C(=O)O
9273,O=C(O)CSC(C(=O)O)C1=CC=CC=C1,-1.23,O=C(O)CSC(C(=O)O)c1ccccc1
9274,CC(CC(=O)NC1=CC=CC=C1)C(=O)O,0.39,CC(CC(=O)Nc1ccccc1)C(=O)O
9275,CC(C(=O)N(C)C)S(=O)(=O)C1=CC=CC=C1,-0.87,CC(C(=O)N(C)C)S(=O)(=O)c1ccccc1
9276,COC(C)C(NC(=O)C1=CC=CC=C1)C(=O)O,-1.74,COC(C)C(NC(=O)c1ccccc1)C(=O)O
9277,O=C(O)CNC(CC1=CC=CC=C1)C(=O)O,-2.16,O=C(O)CNC(Cc1ccccc1)C(=O)O
9278,CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(=O)O,-3.55,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
9279,CC(C(=O)O)NC(=O)C1=CC(=CC=C1)[N+](=O)[O-],-1.8,CC(NC(=O)c1cccc([N+](=O)[O-])c1)C(=O)O
9280,O=C(O)CNC(CC1=CC=C(O)C=C1)C(=O)O,-2.59,O=C(O)CNC(Cc1ccc(O)cc1)C(=O)O
9281,CC(=O)C=C(C)NC1CCCCC1NC(C)=CC(C)=O,-2.11,CC(=O)C=C(C)NC1CCCCC1NC(C)=CC(C)=O
9282,OCC(O)C(O)C(O)C=NN(C1=CC=CC=C1)C1=CC=CC=C1,-3.1,OCC(O)C(O)C(O)C=NN(c1ccccc1)c1ccccc1
9283,CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.16,CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
9284,CC1=CC=C(C2(O)CCN(CCCC(=O)C3=CC=C(F)C=C3)CC2)C=C1,-4.35,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
9285,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-4.82,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
9286,O=C(O)C(SCCSC(C(=O)O)C1=CC=CC=C1)C1=CC=CC=C1,-3.41,O=C(O)C(SCCSC(C(=O)O)c1ccccc1)c1ccccc1
9287,NC(CC1=CC=C(O)C=C1)C(=O)NCC(=O)NCC(=O)O,-1.47,NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O
9288,CC1=C(NC(=O)NC2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C,-2.3,Cc1c(NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C
9289,CC1=C(O)C=CC(C(=O)CC(C)C)=C1,-1.98,Cc1cc(C(=O)CC(C)C)ccc1O
9290,CC1CCC(C)C(=NO)C1=NO,-1.32,CC1CCC(C)C(=NO)C1=NO
9291,CCC1CCC(=NO)C(=NO)C1,-1.83,CCC1CCC(=NO)C(=NO)C1
9292,COC1=CC(O)=C(CC=C(C)C)C2=C1C(=O)CC(C1=CC=C(O)C=C1)O2,-5.44,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2
9293,CCOC(=O)C1=CC(Br)=C(O)C=C1,-3.39,CCOC(=O)c1ccc(O)c(Br)c1
9294,NC(=O)CC1=CC=C(C2=CC=CC=C2)C=C1,-3.33,NC(=O)Cc1ccc(-c2ccccc2)cc1
9295,CCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.38,CCCOC(=O)c1ccc(O)c(Cl)c1
9296,CCCOC(=O)C1=CC(Br)=C(O)C=C1,-3.51,CCCOC(=O)c1ccc(O)c(Br)c1
9297,O=S1(=O)OC(C2=CC=C(O)C=C2)(C2=CC=C(O)C=C2)C2=C1C=CC=C2,-3.07,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
9298,C=CCOC1=C(C=C(C=C1)[N+](=O)[O-])N,-2.8,C=CCOc1ccc([N+](=O)[O-])cc1N
9299,COC1=CC=C(N(C)C(N)=O)C=C1,-1.16,COc1ccc(N(C)C(N)=O)cc1
9300,NC(=O)NN=CCOC1CCCCC1,-1.74,NC(=O)NN=CCOC1CCCCC1
9301,CCOC1=CC=C(N(C)C(N)=O)C=C1,-1.66,CCOc1ccc(N(C)C(N)=O)cc1
9302,CCCCOC1=C(C=C(C=C1)[N+](=O)[O-])N,-3.82,CCCCOc1ccc([N+](=O)[O-])cc1N
9303,COC1=C(S(N)(=O)=O)C=C(C)C=C1,-1.53,COc1ccc(C)cc1S(N)(=O)=O
9304,CCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.51,CCCCOC(=O)c1ccc(O)c(Cl)c1
9305,CCCCOC(=O)C1=CC(Br)=C(O)C=C1,-3.67,CCCCOC(=O)c1ccc(O)c(Br)c1
9306,CC1=C(OCC(O)=S)C=CC(Cl)=C1,-3.16,Cc1cc(Cl)ccc1OCC(O)=S
9307,CCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.95,CCCCCOC(=O)c1ccc(O)c(Cl)c1
9308,CCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.1,CCCCCOC(=O)c1ccc(O)c(Br)c1
9309,CCCCCOC(=O)C1=CC(I)=C(O)C=C1,-4.22,CCCCCOC(=O)c1ccc(O)c(I)c1
9310,CC(C)OC1=C(C=C(C=C1)[N+](=O)[O-])N,-2.66,CC(C)Oc1ccc([N+](=O)[O-])cc1N
9311,C1=CC=C(C=C1)C2=C(C=CC(=C2)O)[N+](=O)[O-],-3.63,O=[N+]([O-])c1ccc(O)cc1-c1ccccc1
9312,CC(C(N)=O)S(=O)(=O)C1=CC=CC=C1,-1.64,CC(C(N)=O)S(=O)(=O)c1ccccc1
9313,C1=CC=C(C=C1)C2=C(C(=CC=C2)O)[N+](=O)[O-],-3.95,O=[N+]([O-])c1c(O)cccc1-c1ccccc1
9314,CCOC1=CC=C(N(CC)C(N)=O)C=C1,-1.85,CCOc1ccc(N(CC)C(N)=O)cc1
9315,OC(=S)COC1=C(Cl)C=C(Cl)C=C1,-2.69,OC(=S)COc1ccc(Cl)cc1Cl
9316,CCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-4.09,CCCCCCOC(=O)c1ccc(O)c(Cl)c1
9317,CCCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.22,CCCCCCOC(=O)c1ccc(O)c(Br)c1
9318,CCCCCCOC(=O)C1=CC(I)=C(O)C=C1,-4.43,CCCCCCOC(=O)c1ccc(O)c(I)c1
9319,COC1=CC=CC(OCC(O)CO)=C1OC,-3.0,COc1cccc(OCC(O)CO)c1OC
9320,COC1=C(O)C(OC)=C(Cl)C(Cl)=C1Cl,-3.41,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl
9321,CN(C)C1=C(C(=O)O)C=C(C(=O)O)C=C1,-2.02,CN(C)c1ccc(C(=O)O)cc1C(=O)O
9322,CCCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-4.23,CCCCCCCOC(=O)c1ccc(O)c(Cl)c1
9323,CCCCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.42,CCCCCCCOC(=O)c1ccc(O)c(Br)c1
9324,CCCCCCCOC(=O)C1=CC(I)=C(O)C=C1,-4.56,CCCCCCCOC(=O)c1ccc(O)c(I)c1
9325,COC1=CC(C(=O)O)=C(C(=O)O)C=C1O,-1.21,COc1cc(C(=O)O)c(C(=O)O)cc1O
9326,O=S(=O)(C1=CC(O)=CC=C1)C1=C(O)C=CC=C1,-2.29,O=S(=O)(c1cccc(O)c1)c1ccccc1O
9327,O=S(=O)(C1=CC(O)=CC=C1)C1=CC(O)=CC=C1,-2.33,O=S(=O)(c1cccc(O)c1)c1cccc(O)c1
9328,CS(=O)(=O)NS(=O)(=O)C1CCCCC1,-0.33,CS(=O)(=O)NS(=O)(=O)C1CCCCC1
9329,CCCCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-4.38,CCCCCCCCOC(=O)c1ccc(O)c(Cl)c1
9330,CCCCCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.52,CCCCCCCCOC(=O)c1ccc(O)c(Br)c1
9331,CCCCCCCCOC(=O)C1=CC(I)=C(O)C=C1,-4.67,CCCCCCCCOC(=O)c1ccc(O)c(I)c1
9332,CCN(CC)C(C)C(C)OC(=O)C1=CC=C(N)C=C1,-3.42,CCN(CC)C(C)C(C)OC(=O)c1ccc(N)cc1
9333,OC(=S)COC1=C(Cl)C=C(Cl)C(Cl)=C1,-2.96,OC(=S)COc1cc(Cl)c(Cl)cc1Cl
9334,CC(=O)OC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21,-1.52,CC(=O)OC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21
9335,O=C(NC1=CC=CC=C1)C(O)COC1=CC=CC=C1,-2.41,O=C(Nc1ccccc1)C(O)COc1ccccc1
9336,CCOC1=C(C(=O)N(O)C2=CC=CC=C2)C=CC=C1,-3.37,CCOc1ccccc1C(=O)N(O)c1ccccc1
9337,NCCNC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1,-2.35,NCCNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
9338,NC1=CC=C(S(=O)(=O)NC(CO)(CO)CO)C=C1,-1.4,Nc1ccc(S(=O)(=O)NC(CO)(CO)CO)cc1
9339,CNC(=N)NS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,-3.1,CNC(=N)NS(=O)(=O)c1ccc2ccccc2c1
9340,CC(C)(NC(=O)C1=CC=CC=C1)C(=O)NCC(=O)O,-0.56,CC(C)(NC(=O)c1ccccc1)C(=O)NCC(=O)O
9341,O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC=C1Cl,-3.0,O=C(O)c1c(Cl)cccc1N=Nc1ccc(O)cc1
9342,CCOC(=O)CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,-2.88,CCOC(=O)Cc1sc(NS(=O)(=O)c2ccc(N)cc2)nc1C
9343,CC1=C(NS(=O)(=O)C2=CC=C(N)C=C2)C2=C(C=CC=C2)C=C1,-4.5,Cc1ccc2ccccc2c1NS(=O)(=O)c1ccc(N)cc1
9344,CC1=CC=C(NC(=O)C(O)(O)C(=O)NC2=CC=C(C)C=C2)C=C1,-3.1,Cc1ccc(NC(=O)C(O)(O)C(=O)Nc2ccc(C)cc2)cc1
9345,O=C(O)C(NCCCCCNC(C(=O)O)C1=CC=CC=C1)C1=CC=CC=C1,-2.02,O=C(O)C(NCCCCCNC(C(=O)O)c1ccccc1)c1ccccc1
9346,NC1=NC2=C(N=CN2C2C=CC(CO)C2)C(O)=N1,-2.3,Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1
9347,NS(=O)(=O)C1=CC(S(=O)(=O)C2=CC=C(O)C=C2)=CO1,-2.4,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1
9348,NS(=O)(=O)C1=CC(S(=O)(=O)C2=CC=C(O)C=C2)=CS1,-3.03,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1
9349,COC1=CC=C(S(=O)(=O)C2=COC(S(N)(=O)=O)=C2)C=C1,-3.02,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1
9350,COC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-4.22,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
9351,NS(=O)(=O)C1=CC(S(=O)(=O)C2=CC(O)=CC=C2)=CS1,-2.72,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1
9352,NC(CCCCNC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O,-3.0,NC(CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
9353,CN1CCC(=C2C3=C(C=CC=C3)C=CC3=C2C=CC=C3)CC1,-3.09,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
9354,CC(C)CNCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-1.16,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
9355,CC1=CC=C(S(=O)(=O)NCl)C=C1,-0.36,Cc1ccc(S(=O)(=O)NCl)cc1
9356,COC1=C(Cl)C=C(Cl)C(OC)=C1O,-2.96,COc1c(Cl)cc(Cl)c(OC)c1O
9357,CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1,-2.61,CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1
9358,CC(C)(C)N1C=C(C(=O)O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2,-3.43,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
9359,CN1CC2C3=C(C=CC=C3)OC3=C(C=C(Cl)C=C3)C2C1,-2.13,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
9360,C1=CC2=C(C=C1F)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],-4.0,O=[N+]([O-])c1ccc(-c2nc3ccc(F)cc3[nH]2)o1
9361,C#CC1CN2CCC1CC2C(O)C1=CC=NC2=C1C=C(OC)C=C2,-2.12,C#CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
9362,CCCCCCCCCCSC(=N)N,-2.71,CCCCCCCCCCSC(=N)N
9363,CCOC(=O)N1CCN(C)CC1,1.13,CCOC(=O)N1CCN(C)CC1
9364,CCOC(=O)N1CC(C)NCC1C,0.65,CCOC(=O)N1CC(C)NCC1C
9365,CC1=CC2=C(N)C3=C(C=CC=C3)N=C2C=C1,-2.39,Cc1ccc2nc3ccccc3c(N)c2c1
9366,CS(=O)(=O)C1=CC=C(C(=N)N)C=C1,-1.38,CS(=O)(=O)c1ccc(C(=N)N)cc1
9367,CC1CN(C(=N)N)C(C)CN1C(=N)N,0.02,CC1CN(C(=N)N)C(C)CN1C(=N)N
9368,NC1=C2C=C(F)C=CC2=NC2=C1C=CC=C2,-2.4,Nc1c2ccccc2nc2ccc(F)cc12
9369,NC1=C2C=CC(F)=CC2=NC2=C1C=CC=C2,-2.12,Nc1c2ccccc2nc2cc(F)ccc12
9370,NC1=C2C=CC=C(F)C2=NC2=C1C=CC=C2,-1.66,Nc1c2ccccc2nc2c(F)cccc12
9371,NC1=C2C(F)=CC=CC2=NC2=C1C=CC=C2,-0.95,Nc1c2ccccc2nc2cccc(F)c12
9372,NC1=C2C(Cl)=CC=CC2=NC2=C1C=CC=C2,-1.58,Nc1c2ccccc2nc2cccc(Cl)c12
9373,CCCCCCCCCCN1CCCCC1,-1.53,CCCCCCCCCCN1CCCCC1
9374,NC1=C2C=C(Cl)C=CC2=NC2=C1C=CC=C2,-2.42,Nc1c2ccccc2nc2ccc(Cl)cc12
9375,NC1=C2C=CC(Cl)=CC2=NC2=C1C=CC=C2,-1.73,Nc1c2ccccc2nc2cc(Cl)ccc12
9376,CCN(CC)NC(=O)NC1=C(C)C=CC=C1C,-1.09,CCN(CC)NC(=O)Nc1c(C)cccc1C
9377,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCNCC1,-1.39,OC(c1ccccc1)(c1ccccc1)C1CCNCC1
9378,C1=CC=C2C(=C1)C(=C3C(=N2)C=CC=C3[N+](=O)[O-])N,-1.84,Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12
9379,C1CCC(NCCNC2CCCCC2)CC1,-0.98,C1CCC(NCCNC2CCCCC2)CC1
9380,NC1=C2C=CC=CC2=NC2=CC=CC(C(F)(F)F)=C21,-2.48,Nc1c2ccccc2nc2cccc(C(F)(F)F)c12
9381,CC(CCNCCNCCC(C)CC(C)(C)C)CC(C)(C)C,-2.24,CC(CCNCCNCCC(C)CC(C)(C)C)CC(C)(C)C
9382,OC(CN1CCCCC1)C1=C2C=CC=CC2=C(Cl)C=C1,-1.55,OC(CN1CCCCC1)c1ccc(Cl)c2ccccc12
9383,NC1=C2C=CC(C(F)(F)F)=CC2=NC2=C1C=CC=C2,-2.17,Nc1c2ccccc2nc2cc(C(F)(F)F)ccc12
9384,CCN(CC)CCC(C)(O)C1=C2C=CC=CC2=C(OC)C=C1,-1.68,CCN(CC)CCC(C)(O)c1ccc(OC)c2ccccc12
9385,N=C(N)C1=CC=C(CCC2=CC=C(C(=N)N)O2)O1,-1.02,N=C(N)c1ccc(CCc2ccc(C(=N)N)o2)o1
9386,CCOC1=CC=C(C(=O)OCCNC(C)C2=CC=CC=C2)C=C1,-1.49,CCOc1ccc(C(=O)OCCNC(C)c2ccccc2)cc1
9387,CC1=C(NC(=O)C(=O)C(=O)NC2=C(C)C=CC=C2)C=CC=C1,-2.2,Cc1ccccc1NC(=O)C(=O)C(=O)Nc1ccccc1C
9388,C1=CC=C2C(=C1)/C(=N/O)/C(C2=O)[N+](=O)[O-],-2.68,O=C1c2ccccc2/C(=N/O)C1[N+](=O)[O-]
9389,O=C(CCCN1CCC(O)(C2=CC=CC=C2)CC1)C1=CC=CC=C1,-2.68,O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1
9390,CC1=CC=C(C2(O)CCN(CCCC(=O)C3=CC=CC=C3)CC2)C=C1,-1.62,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1
9391,CN(C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O,-1.49,CN(C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O
9392,O=C(CCCN1CCC(O)(C2=CC=C(F)C=C2)CC1)C1=CC=CC=C1,-2.97,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccccc1
9393,O=C(CCCN1CCC(O)(C2=CC=C(Cl)C=C2)CC1)C1=CC=CC=C1,-3.35,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1
9394,NC1=CC(S(=O)(=O)O)=CC(C(=O)O)=C1,-0.94,Nc1cc(C(=O)O)cc(S(=O)(=O)O)c1
9395,OC1=C(S(=O)(=O)O)C(=O)C2=C1C=CC=C2,-2.23,O=C1C(S(=O)(=O)O)=C(O)c2ccccc21
9396,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCCCN1,-1.9,OC(c1ccccc1)(c1ccccc1)C1CCCCN1
9397,CC1=CC=CC(CN2CCN(C(C3=CC=CC=C3)C3=CC=C(Cl)C=C3)CC2)=C1,-4.63,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
9398,O=C(CCCN1CCC(O)(C2=CC=C(F)C=C2)CC1)C1=CC=C(F)C=C1,-2.83,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccc(F)cc1
