ID,InChIKey,SMILES,LogS,SD,Group,sample_weight
C-1603,FSQVNBYCGIYCSF-VURMDHGXSA-N,OC(=O)/C(S)=C/C1CCCCC1,-2.67,0.0,G1,0.6
C-1604,KAAQPMPUQHKLLE-UHFFFAOYSA-N,OC(=O)C1CCC(=CC1)C(O)=O,-2.93,0.0,G1,0.6
C-1627,GOMPBNNIROZLMY-UHFFFAOYSA-N,CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,-1.92,0.0,G1,0.6
C-1634,IRUJZVNXZWPBMU-UHFFFAOYSA-N,CN(C)C(CSC(N)=O)CSC(N)=O,-0.07,0.0,G1,0.6
C-1642,PRBORDFJHHAISJ-UHFFFAOYSA-N,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,-2.74,0.0,G1,0.6
C-1645,OBKXEAXTFZPCHS-UHFFFAOYSA-N,OC(=O)CCCC1=CC=CC=C1,-1.78,0.0,G1,0.6
C-1646,RSWPVXFVQHCCCI-UHFFFAOYSA-N,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-2.98,0.094,G3,0.8
C-1647,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCC1=CC(=C(O)C=C1)O,0.12,0.0,G1,0.6
C-1650,LMMVXCXLEUVMEE-UHFFFAOYSA-N,CCCC1(CC)C(=O)NC(=S)NC1=O,-2.8,0.0,G1,0.6
C-1653,HFVMLYAGWXSTQI-UHFFFAOYSA-N,CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2,-6.07,0.0,G1,0.6
C-1655,RRWVWLGUQPLOMY-UHFFFAOYSA-N,CCCCC1(CC=C)C(=O)NC(=O)NC1=O,-2.17,0.0,G1,0.6
C-1657,OPVAJFQBSDUNQA-UHFFFAOYSA-N,CC1=C(C)C=C(C=C1)C(O)=O,-3.16,0.0,G1,0.6
C-1658,BKYWPNROPGQIFZ-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(O)=O)C,-2.97,0.0,G1,0.6
C-1659,XZRHNAFEYMSXRG-UHFFFAOYSA-N,CC1=CC(=C(C)C=C1)C(O)=O,-2.92,0.0,G1,0.6
C-1660,XAGFYNSCWICYPA-UHFFFAOYSA-N,CNC(=O)C1=CC=C(N)C=C1,-1.24,0.0,G1,0.6
C-1661,HIPHYBWWZWRZOV-UHFFFAOYSA-N,OC1=CC=C(C=C1)N=C=S,-2.67,0.0,G1,0.6
C-1662,GRNZOXPRBXDLPY-UHFFFAOYSA-N,CCCCC1(CC)C(=O)NC(=S)NC1=O,-3.14,0.0,G1,0.6
C-1663,BWZDLMGVEVSNBI-UHFFFAOYSA-N,OC1=CC=CC(=C1)N=C=S,-1.99,0.0,G1,0.6
C-1665,NPAGDVCDWIYMMC-UHFFFAOYSA-N,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,-3.02,0.0,G1,0.6
C-1672,FAQJJMHZNSSFSM-UHFFFAOYSA-N,OC(=O)C(=O)C1=CC=CC=C1,-0.37,0.0,G1,0.6
C-1673,PIXFHVWJOVNKQK-UHFFFAOYSA-N,CC12CCC(O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23,-3.59,0.0,G1,0.6
C-1676,DDCCQNVMPXJUAY-UHFFFAOYSA-N,CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1,-2.68,0.0,G1,0.6
C-1677,SVRNITUASJCBQJ-UHFFFAOYSA-N,CCCCCC1(CC)C(=O)NC(=S)NC1=O,-3.71,0.0,G1,0.6
C-1678,ULLWVDKMTKASGV-UHFFFAOYSA-N,OCNC(=S)C1=CC=CC=C1,-1.14,0.0,G1,0.6
C-1680,NJUKVGCFDZUOHB-UHFFFAOYSA-N,OC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-1.6,0.0,G1,0.6
C-1681,WHSXTWFYRGOBGO-UHFFFAOYSA-N,CC1=CC=CC(=C1O)C(O)=O,-2.04,0.0,G1,0.6
C-1682,HCJMNOSIAGSZBM-UHFFFAOYSA-N,CC1=CC=CC(=C1C(O)=O)O,-2.04,0.0,G1,0.6
C-1685,LESVOLZBIFDZGS-UHFFFAOYSA-N,CNC(=O)C(C)SCCS[P](=O)(OC)OC,0.54,0.302,G3,0.8
C-1686,UZBGSJZFBUOJNE-UHFFFAOYSA-N,OC(=O)C1=C(Br)C=CO1,-1.17,0.0,G1,0.6
C-1687,BWCXPHAQSYYKEB-UHFFFAOYSA-N,CN(C)C1=C(C)N=C(Cl)N=C1,-1.26,0.0,G1,0.6
C-1689,MWKKOAYCASKCLO-UHFFFAOYSA-N,CCCCCCC1(CC)C(=O)NC(=S)NC1=O,-4.08,0.0,G1,0.6
C-1690,JXEFLYKRWPXVBB-UHFFFAOYSA-N,O=C1NC(=O)C2(CCCCCCCCC2)C(=O)N1,-4.59,0.0,G1,0.6
C-1691,HTTHUZJPMIHIOQ-UHFFFAOYSA-N,CC12CCC3C(CC=C4CC(CCC34C)OC=O)C1CCC2=O,-4.41,0.0,G1,0.6
C-1692,UIAFKZKHHVMJGS-UHFFFAOYSA-N,OC(=O)C1=CC=C(O)C=C1O,-1.41,0.008,G3,0.8
C-1693,VQFHWKRNHGHZTK-UHFFFAOYSA-N,CC(C)CC1NC(=O)CNC1=O,-1.25,0.0,G1,0.6
C-1697,FEIQOMCWGDNMHM-KBXRYBNXSA-N,OC(=O)/C=C/C=C/C1=CC=CC=C1,-3.64,0.0,G1,0.6
C-1699,ZQSXNBHXKJQHBH-UHFFFAOYSA-N,CC12CCC(=O)CC1CCC3C4CCC(OC=O)C4(C)CCC23,-5.32,0.0,G1,0.6
C-1700,REEKOMRZYJXXNR-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)N=C=S,-4.26,0.0,G1,0.6
C-1701,UZDLWQVGUQTYLF-UHFFFAOYSA-N,CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,-2.42,0.0,G1,0.6
C-1703,UFEJBJDMZBIZLV-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)NCO,-1.22,0.0,G1,0.6
C-1705,SYLUOHMELSXJDK-VURMDHGXSA-N,OC(=O)/C=C(Cl)/C1=CC=CC=C1,-2.77,0.0,G1,0.6
C-1706,OVYQBYCEGNAQGH-UHFFFAOYSA-N,COC1=CC=CC(=C1)C(=O)NCO,-1.29,0.0,G1,0.6
C-1710,CPEPWESLFZVUEP-UHFFFAOYSA-N,CCCCCCC1=CC=C(C=C1)C(O)=O,-3.65,0.0,G1,0.6
C-1713,XQACWEBGSZBLRG-UHFFFAOYSA-N,BrC1=CC=C(C=C1)N=C=S,-4.27,0.0,G1,0.6
C-1714,FIVPIPIDMRVLAY-UHFFFAOYSA-N,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,-3.67,0.0,G1,0.6
C-1717,LMUMOFOWZKACOU-UHFFFAOYSA-N,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC=O,-4.93,0.0,G1,0.6
C-1718,KAKXOESNHIUYJT-UHFFFAOYSA-N,CC(=O)C1=CC=C(C=C1)N=C=S,-4.02,0.0,G1,0.6
C-1721,NAEHAPZYAHRUTE-VURMDHGXSA-N,OC(=O)/C(S)=C/C1=CC=CC=C1,-2.96,0.0,G1,0.6
C-1722,HGIOOMCLOWLFTJ-UHFFFAOYSA-N,OC(=O)C(S)CC1=CC=CC=C1,-1.56,0.0,G1,0.6
C-1727,SIYAHZSHQIPQLY-UHFFFAOYSA-N,OC(=O)CCCOC1=CC=C(Cl)C=C1,-3.29,0.0,G1,0.6
C-1729,GJAWHXHKYYXBSV-UHFFFAOYSA-N,OC(=O)C1=CC=CN=C1C(O)=O,-1.48,0.1492,G3,0.8
C-1730,ATCWBLHLEMDUCP-UHFFFAOYSA-N,O=C(NCN1CCCCC1)C2=CC=CC=C2,-2.15,0.0,G1,0.6
C-1731,SMIOEQSLJNNKQF-UHFFFAOYSA-N,CC(=O)OC1=CC=C(C=C1)C(C)=O,-1.52,0.0,G1,0.6
C-1734,BFASOGCHMDYMBM-UHFFFAOYSA-N,CC(=O)OC1=CC=C(C=C1)C(N)=O,-1.64,0.0,G1,0.6
C-1735,OVGDAVVFKDPXIC-UHFFFAOYSA-N,CC(=O)N1C=C(F)C(=O)NC1=O,-0.6,0.0,G1,0.6
C-1736,OEZXLKSZOAWNJU-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=CC(=C1)N=C=S,-3.55,0.0,G1,0.6
C-1737,APJYDQYYACXCRM-UHFFFAOYSA-N,NCCC1=C[NH]C2=C1C=CC=C2,-3.3,0.0,G1,0.6
C-1739,JUZNVIUTDSYVKA-UHFFFAOYSA-N,CC(=O)N1C(=O)NC=C(F)C1=O,-0.6,0.0,G1,0.6
C-1743,BOLANQNHTGVOMY-UHFFFAOYSA-N,S=C=NC1=CC=CC(=C1)N=C=S,-4.7,0.0,G1,0.6
C-1745,NCMZQTLCXHGLOK-UHFFFAOYSA-N,CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.53,0.0350000000000001,G3,0.8
C-1746,XPHHWVZARKXKST-UHFFFAOYSA-N,OC1=CC=CC(=C1)NN=C(C#N)C#N,-2.95,0.0,G1,0.6
C-1747,HKCXKNGHGLCFHK-UHFFFAOYSA-N,COC1=NC2=C([NH]C=N2)C=N1,-1.48,0.0,G1,0.6
C-1748,HUNDISMVCBSIKO-UHFFFAOYSA-N,CCC1=CC(=CC(=C1)OC(=O)NC)CC,-3.32,0.0,G1,0.6
C-1751,MWAYRGBWOVHDDZ-UHFFFAOYSA-N,CCOC(=O)C1=CC(=C(O)C=C1)OC,-1.72,0.0,G1,0.6
C-1752,HLWVGQKSSIHUAX-UHFFFAOYSA-N,CC(=O)NC1=CC=CC(=C1)N=C=S,-3.53,0.0,G1,0.6
C-1753,GOILPRCCOREWQE-UHFFFAOYSA-N,COC1=NC=NC2=C1[NH]C=N2,-1.53,0.0,G1,0.6
C-1755,NFZTXJKXCFQRGN-UHFFFAOYSA-N,OCC1=NC2=C([NH]1)C=NC=N2,-1.52,0.0,G1,0.6
C-1756,QKWTXJSLAZKYGV-UHFFFAOYSA-N,COC(=O)C1=CC=C(NC(C)=O)C=C1,-1.9,0.0,G1,0.6
C-1762,RUOTUMSRCIMLJK-UHFFFAOYSA-N,CC(C)NC1=NC(=NC(=O)N1)NC(C)C,-2.81,0.0,G1,0.6
C-1763,LLQAOIITXFNWED-UHFFFAOYSA-N,ClC1=CC=C(NN=C(C#N)C#N)C=C1,-4.36,0.0,G1,0.6
C-1766,ILCTUFVQFCIIDS-UHFFFAOYSA-N,CC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,-5.35,0.0,G1,0.6
C-1767,GGAUUQHSCNMCAU-UHFFFAOYSA-N,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,-0.18,0.0,G1,0.6
C-1769,PGJQPLVEUVHSFQ-UHFFFAOYSA-N,COC(=O)C1=CC=C(OC(C)=O)C=C1,-2.5,0.0,G1,0.6
C-1771,XECLXJZDYKMJFL-UHFFFAOYSA-N,CCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.69,0.0,G1,0.6
C-1775,CHJCAPPVUWJTCJ-UHFFFAOYSA-N,CCCC(=O)NNC(=O)C1=CC=NC=C1,-0.32,0.0,G1,0.6
C-1777,RHNWGZJHWWJART-UHFFFAOYSA-N,CC(=O)OC1=CC=C(NC(N)=O)C=C1,-2.49,0.0,G1,0.6
C-1778,WVDGHGISNBRCAO-UHFFFAOYSA-N,OC(=O)C1=C(O)C(=CC=C1)C(O)=O,-2.11,0.0,G1,0.6
C-1780,MSSXOMSJDRHRMC-UHFFFAOYSA-N,NC1=NC2=C(N=C[NH]2)C(=N1)N,-1.8,0.0,G1,0.6
C-1781,XLEPYYLPBFNICY-UHFFFAOYSA-N,CCNC1=NC(=NC(=O)N1)N(CC)CC,-3.64,0.0,G1,0.6
C-1782,LKCSXVAACHUTGC-UHFFFAOYSA-N,IC1=CC=CC(=C1)N=C=S,-4.68,0.0,G1,0.6
C-1790,MNUOZFHYBCRUOD-UHFFFAOYSA-N,OC(=O)C1=CC=CC(=C1C(O)=O)O,-2.11,0.0,G1,0.6
C-1791,MLOJHUCMCKBDLV-UHFFFAOYSA-N,CCOC(=O)C1=CC=C(C=C1)N=C=S,-4.05,0.0,G1,0.6
C-1792,ZVPGYHKLHJKWML-UHFFFAOYSA-N,CCCNC1=NC(=NC(=N1)Cl)NC(C)C,-3.74,0.0,G1,0.6
C-1793,DRAVOWXCEBXPTN-UHFFFAOYSA-N,NC1=NC(=O)NC2=C1N=C[NH]2,-3.38,0.0105000000000001,G3,0.8
C-1794,PRUGQYWGIVNHEM-UHFFFAOYSA-N,O=C1NC2=C(N1)C=NC(=O)N2,-3.6,0.0,G1,0.6
C-1800,BYUOBSUZYQAFJM-UHFFFAOYSA-N,O=C1NC2=C(N1)C(=O)NC=N2,-2.96,0.0,G1,0.6
C-1802,OBCUSTCTKLTMBX-UHFFFAOYSA-N,CC(=O)OC(C(O)=O)C1=CC=CC=C1,-1.23,0.0,G1,0.6
C-1803,YVPLLFUCNGVUAY-UHFFFAOYSA-N,OC(=O)COC1=C(Cl)C=CC(=C1)Cl,-2.62,0.0,G1,0.6
C-1807,KHZWIIFEFQBNKL-UHFFFAOYSA-N,OC(=O)COC1=C(Cl)C=CC=C1Cl,-2.15,0.0,G1,0.6
C-1808,BVIAOQMSVZHOJM-UHFFFAOYSA-N,CN(C)C1=NC=NC2=C1N=C[NH]2,-1.3,0.0,G1,0.6
C-1810,VVQCYROSLKFIKX-UHFFFAOYSA-N,CCCCC(=O)NNC(=O)C1=CC=NC=C1,-1.01,0.0,G1,0.6
C-1814,SHSQCPXGYRPQDR-UHFFFAOYSA-N,CCCC(=O)N1C(=O)NC=C(F)C1=O,-1.28,0.0,G1,0.6
C-1816,HFVPPHLKEKRGHI-UHFFFAOYSA-N,CCC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.72,0.0,G1,0.6
C-1817,ICGLPKIVTVWCFT-UHFFFAOYSA-N,CC1=CC=C(C=C1)[S](=O)(=O)NN,-1.48,0.0,G1,0.6
C-1818,QHLFJSMAWAWVRU-UHFFFAOYSA-N,CCC(=O)NC1=NC(=C(Cl)S1)C,-3.06,0.0,G1,0.6
C-1819,DKPMWHFRUGMUKF-UHFFFAOYSA-N,CC(CCC(O)=O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,-4.35,0.0,G1,0.6
C-1823,JISQBJRFTCXDEO-UHFFFAOYSA-N,ClC1=NC2=C(C=N1)N=CC=N2,-0.71,0.0055999999999999,G3,0.8
C-1824,GEOFXJTWUJMUFZ-UHFFFAOYSA-N,CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.91,0.0,G1,0.6
C-1827,WELPARMRIRIBMB-UHFFFAOYSA-N,CNC(=S)N(C)C1=C(C)C=C(Cl)C=C1,-3.66,0.0,G1,0.6
C-1828,UEUIKXVPXLWUDU-UHFFFAOYSA-O,O[S](=O)(=O)C1=CC=C(C=C1)[N+]#N,-2.42,0.0,G1,0.6
C-1830,YPCALTGLHFLNGA-UHFFFAOYSA-N,CC1=C(CCCO1)C(=O)NC2=CC=CC=C2,-2.56,0.0,G1,0.6
C-1831,NPTMYBDPDBTCPB-UHFFFAOYSA-N,COC(=O)OC1=CC=C(NC(C)=O)C=C1,-1.69,0.0,G1,0.6
C-1832,BRKFTWHPLMMNHF-UHFFFAOYSA-N,CC1=C(C=C(N)C=C1)[S](O)(=O)=O,-1.62,0.1985398679000001,G3,0.8
C-1833,TZBHZUCUDXQCSI-UHFFFAOYSA-N,CCCOC(=O)C1=CC=C(NC(C)=O)C=C1,-3.29,0.0,G1,0.6
C-1834,BRSJKDUSGHPJJY-UHFFFAOYSA-N,CCC(=O)OCN1C(=O)NC=C(F)C1=O,-0.77,0.0,G1,0.6
C-1835,AWIJPALBOQNRBS-UHFFFAOYSA-N,COC1=NC2=C(N=CN=C2)N=C1,-1.14,0.1149999999999999,G3,0.8
C-1836,NMUINCUJOZFODB-UHFFFAOYSA-N,COC1=NC2=C(C=NC=N2)N=C1,-0.91,0.0,G1,0.6
C-1839,BSPIUCWIDOJHQH-UHFFFAOYSA-N,CCCCCC(=O)NNC(=O)C1=CC=NC=C1,-1.24,0.0,G1,0.6
C-1841,XBBDACCLCFWBSI-UHFFFAOYSA-N,COC(=O)C(N)CC1=CC(=C(O)C=C1)O,0.48,0.0,G1,0.6
C-1843,HBHGSVQQEYTFFZ-UHFFFAOYSA-N,CC1=NC2=C(N=CN=C2)N=C1C,-0.46,0.0,G1,0.6
C-1845,NJPMKYVXPKVRHL-UHFFFAOYSA-N,S=C1NC2=C(C=NC=N2)N=C1,-2.71,0.0,G1,0.6
C-1846,DAAQPMSPBHQGQA-UHFFFAOYSA-N,S=C1NC2=C(C=N1)N=CC=N2,-2.68,0.0449999999999999,G3,0.8
C-1847,SSISHJJTAXXQAX-UHFFFAOYSA-N,C[N+](C)(C)C(CC1=CN=C(S)[NH]1)C([O-])=O,-0.46,0.0,G1,0.6
C-1848,PIUCHDXNDBQRTH-UHFFFAOYSA-N,CCCNC(=O)N1C=C(F)C(=O)NC1=O,-1.83,0.0,G1,0.6
C-1849,HNRADDKFURCLRD-UHFFFAOYSA-N,CCCCC(=O)N1C(=O)NC=C(F)C1=O,-2.3,0.0,G1,0.6
C-1851,AHSNWUAHWPTIFM-UHFFFAOYSA-N,CCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.83,0.0,G1,0.6
C-1852,AUYUOHQABGMBSA-UHFFFAOYSA-N,CN1C(=O)C=NC2=C1N=CN=C2,-0.92,0.0055499999999999,G3,0.8
C-1853,RLIONZRKXHAVFB-UHFFFAOYSA-N,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.28,0.0,G1,0.6
C-1854,ADZLJYXPHYDHJU-UHFFFAOYSA-N,CN1C=NC2=C(N=CC=N2)C1=O,-1.07,0.00755,G3,0.8
C-1856,WYWHKKSPHMUBEB-UHFFFAOYSA-N,NC1=NC2=C(N=C[NH]2)C(=S)N1,-3.31,0.0,G1,0.6
C-1857,BPRBJIUXTLFJML-UHFFFAOYSA-N,CCOC(=O)OCOC1=CC=C(NC(C)=O)C=C1,-2.43,0.0,G1,0.6
C-1859,RZRPTBIGEANTGU-UHFFFAOYSA-N,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48,0.0,G1,0.6
C-1862,OPARZKXAKOJBQN-UHFFFAOYSA-N,CC(C)(C)C(=O)OC1=C(C=CC=C1)C(O)=O,-3.01,0.0,G1,0.6
C-1863,XHGIJBYHKSZCDJ-UHFFFAOYSA-N,CCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-2.1,0.0,G1,0.6
C-1865,FNUSUXSXQXLDBC-UHFFFAOYSA-N,NC1=NC2=C([NH]1)N=C(N)N=C2N,-1.52,0.0,G1,0.6
C-1866,ZFKCYEYVBSXGLU-UHFFFAOYSA-N,CC1=NC2=C(N=C1)C(=O)NC=N2,-1.56,0.0,G1,0.6
C-1867,TYCZFKFSOQONBM-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=C(NC(C)=O)C=C1,-3.46,0.0,G1,0.6
C-1869,JQDJTEVUGHCYPQ-UHFFFAOYSA-N,CC1=NC2=C(N=CNC2=O)N=C1,-1.65,0.0,G1,0.6
C-1870,CITCTUNIFJOTHI-UHFFFAOYSA-N,NC1=NC2=C(N=CC=N2)C(=N1)N,-2.69,0.0,G1,0.6
C-1872,RKGNIPKNVYBZPC-UHFFFAOYSA-N,CCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.13,0.0,G1,0.6
C-1873,CALHPSDTGPNZIJ-UHFFFAOYSA-N,CC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1,-2.71,0.0,G1,0.6
C-1874,ZYLMCRLXTUAWGM-UHFFFAOYSA-N,NC1=NC(=O)NC2=C1N=CC=N2,-3.36,0.0,G1,0.6
C-1876,HNXQXTQTPAJEJL-UHFFFAOYSA-N,NC1=NC(=O)C2=C(N1)N=CC=N2,-3.97,0.0,G1,0.6
C-1878,HNSVDKLARSSFGE-UHFFFAOYSA-N,O=C1NC2=C(NC1=O)N=CN=C2,-2.69,0.0,G1,0.6
C-1879,YIRVJBITGXXLMK-WUXMJOGZSA-N,CC(=O)OC1=CC=C(C=C1)\C=N\NC(N)=O,-2.84,0.0,G1,0.6
C-1880,GZSFNZAVQZGNTG-UHFFFAOYSA-N,O=C1NC2=C(N=C1)C(=O)NC=N2,-2.82,0.0,G1,0.6
C-1881,MPTKEBUBIGZGJH-UHFFFAOYSA-N,CN(C)C1=NC2=C(C=NC=N2)N=C1,-0.09,0.0349999999999999,G3,0.8
C-1883,BJZIBODCUPQTSW-UHFFFAOYSA-N,O=C1NC2=C(N=CNC2=O)N=C1,-2.96,0.0,G1,0.6
C-1886,SYRLNYMGLYCYJS-UHFFFAOYSA-N,CCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-2.91,0.0,G1,0.6
C-1890,OGYRXMQCIDHOMI-UHFFFAOYSA-N,CCCCN(CC)C1=NC(=NC(=N1)N=[N+]=[N-])N,-3.52,0.0,G1,0.6
C-1892,TVSWGBWBKSQDMI-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(N2CC2)C(=C1)[N+]([O-])=O,-3.0,0.0,G1,0.6
C-1894,AHYLFQRWOBJBTE-UHFFFAOYSA-N,CCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.57,0.0,G1,0.6
C-1895,KCQOJKOFEKZEPI-UHFFFAOYSA-N,CCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.66,0.0,G1,0.6
C-1896,AFIIBUOYKYSPKB-UHFFFAOYSA-N,CSC1=NC(=NC(=N1)N=[N]#N)NC(C)C,-3.48,0.0662,G3,0.8
C-1898,VNPCIBFTAYHHLJ-UHFFFAOYSA-N,CSC1=NC2=C(C=NC=N2)N=C1,-1.55,0.0,G1,0.6
C-1900,DAIMSMGGQIIQPI-UHFFFAOYSA-N,OC(=O)COC1=CC(=C(Cl)C(=C1)Cl)Cl,-2.94,0.0,G1,0.6
C-1901,GTOMOLIKAAXJAC-UHFFFAOYSA-N,CCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.14,0.0,G1,0.6
C-1902,XTEHYHADVNQGSI-UHFFFAOYSA-N,CCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-3.52,0.0,G1,0.6
C-1903,JOOGNBMRVNYBET-UHFFFAOYSA-N,CCC(CC)C(=O)OC1=C(C=CC=C1)C(O)=O,-1.84,0.0,G1,0.6
C-1904,GFMRARCDRIKDAV-UHFFFAOYSA-N,OC(=O)COC1=C(Cl)C(=CC(=C1)Cl)Cl,-3.0,0.0,G1,0.6
C-1908,INWLQCZOYSRPNW-UHFFFAOYSA-N,CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,-1.99,0.22175,G3,0.8
C-1909,DQMPCJPRPFRUIT-UHFFFAOYSA-N,O=C(COC(=O)C1=CC=CC=C1)NC2CCCCC2,-3.9,0.0,G1,0.6
C-1910,NKWOBFAONPVDDE-UHFFFAOYSA-N,[O-][N+](=O)C1=C(NN=C(C#N)C#N)C=CC=C1,-3.93,0.0,G1,0.6
C-1916,NLLMJANWPUQQTA-UHFFFAOYSA-N,CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2O,-4.4,0.0,G1,0.6
C-1917,GCSHUYKULREZSJ-UHFFFAOYSA-N,O=C(C1=CC=CC=C1)C2=NC=CC=C2,-2.02,0.0,G1,0.6
C-1918,OGJBAUXBDQIJFS-UHFFFAOYSA-N,CCCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-2.11,0.0,G1,0.6
C-1921,GGWHBJGBERXSLL-NBVRZTHBSA-N,CCCC(=N\OCC)/C1=C(O)CC(CC1=O)C2CCCSC2,-3.58,0.0,G1,0.6
C-1922,HMDOTBHCMSTMJG-UHFFFAOYSA-N,CCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-3.37,0.0,G1,0.6
C-1923,RJNPPEUAJCEUPV-UHFFFAOYSA-N,CC(=O)OC1=CC2=C(C=CC=C2)C=C1,-3.44,0.0,G1,0.6
C-1925,BZZFPIRKNVWTKJ-UHFFFAOYSA-N,CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1,-2.28,0.0899999999999998,G3,0.8
C-1926,RSSILZKLNLKCFH-UHFFFAOYSA-N,CCC1(CCC(=O)N(CO)C1=O)C2=CC=CC=C2,-1.66,0.0,G1,0.6
C-1929,MFLFKRHHEIABRC-UHFFFAOYSA-N,CCCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-4.17,0.0,G1,0.6
C-1930,YWYHGNUFMPSTTR-UHFFFAOYSA-N,CC1=CC=C(OC2=CC=C(C)C=C2)C=C1,-4.85,0.0,G1,0.6
C-1931,KYTDPGSAMIDEED-UHFFFAOYSA-N,COCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-1.69,0.0,G1,0.6
C-1933,FSCPTWHCVYVMGT-UHFFFAOYSA-N,OCN1C(=O)OC2=CC=C(Cl)C=C12,-2.7,0.0,G1,0.6
C-1934,HBVOLZAKVSHTFL-UHFFFAOYSA-N,CC(=O)[N]1N=CC2=C1N=CNC2=O,-2.38,0.0,G1,0.6
C-1935,IBZHOAONZVJLOB-UHFFFAOYSA-N,ClC1=CC(=CC(=C1)C2(CO2)CC(Cl)(Cl)Cl)Cl,-5.25,0.0,G1,0.6
C-1937,YZZHLQUXFAOLAA-UHFFFAOYSA-N,CC1=NC2=C(N=C1C)C(=O)NC=N2,-2.29,0.0,G1,0.6
C-1938,PBKZPPIHUVSDNM-UHFFFAOYSA-N,CC12CCC(=O)C=C1C=CC3C2CCC4(C)C3CCC4(O)CCC(O)=O,-5.17,0.0,G1,0.6
C-1939,HFLJOXHDBCRLQR-UHFFFAOYSA-N,CC(=O)OC1=CC2=C(NC(=O)C2)C=C1,-1.54,0.0,G1,0.6
C-1942,ULZKCUXGSDTDQB-UHFFFAOYSA-N,CCC1=NC2=C(N=CN=C2)N=C1CC,-0.18,0.03,G3,0.8
C-1944,XSDQTOBWRPYKKA-UHFFFAOYSA-N,NC(=N)NC(=O)C1=NC(=C(N)N=C1N)Cl,-2.87,0.0,G1,0.6
C-1948,YMABTXMPJQRLCQ-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1=CC=C(NC(C)=O)C=C1,-1.65,0.0,G1,0.6
C-1949,ARUUDRZOVHJRDG-UHFFFAOYSA-N,ClCC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1,-3.19,0.0,G1,0.6
C-1950,WGYXRPGKLMQCLW-UHFFFAOYSA-N,CCCCCOC(=O)C(N)CC1=CC(=C(O)C=C1)O,-0.99,0.0,G1,0.6
C-1951,WVPRQIREPMNEIX-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC1=CC=CC=C1,-3.66,0.0,G1,0.6
C-1952,FMSIHPQFJSZQTA-UHFFFAOYSA-N,CCCCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.44,0.0,G1,0.6
C-1953,PDIJPBODFJXKMS-UHFFFAOYSA-N,CN(C1CCCCC1)C(=O)COC(=O)C2=CC=CC=C2,-3.29,0.0,G1,0.6
C-1954,VURKRJGMSKJIQX-UHFFFAOYSA-N,NC1=NC(=O)C2=C(N1)N=CC(=O)N2,-3.86,0.0,G1,0.6
